pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,ra,dec,FUVmag,e_FUVmag,NUVmag,e_NUVmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Bmag,e_Bmag,Vmag,e_Vmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,tic_Bmag,tic_e_Bmag,tic_Vmag,tic_e_Vmag,gaiamag,e_gaiamag,Tmag,e_Tmag
K2-101 b,K2-101,661004400386393984,661004400386393984,175265494,130.3439097,18.9338205,,,20.4597,0.1813,16.2661,0.0081971,15.6998,0.0137498,12.6744,0.00142002,12.4292,0.000918869,13.576,0.00966037,13.963000297546400,0.04500000178813930,12.954999923706100,0.027000000700354600,13.423999786377000,0.03200000151991840,12.552000045776400,0.035999998450279200,12.239999771118200,0.04100000113248830,13.3639,0.0034,12.939,,12.574,,12.352,,12.1639,0.0026,11.162,0.023,10.678,0.022,10.536,0.019,10.482,0.023,10.579,0.021,10.297,0.096,8.403,,13.963,0.045,12.892,0.114,12.6619,0.00047,12.0339,0.0065
EPIC 211822797 b,EPIC 211822797,658607950370340608,658607950370340608,337632006,130.4102091,17.6399744,,,,,18.7883,0.0173117,16.0775,0.00428642,14.6609,0.00447796,14.2621,0.00131712,13.5182,0.00484752,16.70800018310550,0.07199999690055850,15.255999565124500,0.014000000432133700,15.977999687194800,0.02500000037252900,14.664999961853000,0.04399999976158140,13.935999870300300,0.054999999701976800,15.8511,0.0024,14.6496,0.0018,13.9212,0.0037,13.6033,0.0031,13.4328,0.0013,12.277,0.025,11.605,0.034,11.429,0.018,11.341,0.022,11.349,0.021,11.503,0.327,8.436,,16.708,0.072,15.133,0.16,14.5263,0.000323,13.5357,0.00736032
K2-341 b,K2-341,661398407803108736,661398407803108736,175290685,130.4971951,19.9166357,,,,,,,,,,,,,,,,,,,,,,,,,12.984,,12.626,,12.484,,12.423,,12.399,0.002,11.516,0.025,11.249,0.024,11.17,0.019,11.17,0.023,11.206,0.022,11.384,0.331,8.496,,13.61,0.067,12.725,0.069,12.5585,0.000162,12.1346,0.006
K2-375 b,K2-375,661453074146753152,661453074146753152,175290532,130.5013137,20.3593003,,,,,15.5696,0.0099763,13.475,0.00129149,13.023,0.00116399,12.8886,0.00103245,13.6365,0.00953012,13.734000205993700,0.0729999989271164,13.043000221252400,0.02199999988079070,13.32800006866460,0.03200000151991840,12.869000434875500,0.03500000014901160,12.734000205993700,0.05900000035762790,13.343,,12.977,,12.847,,12.803,,12.7775,0.0002,11.899,0.025,11.594,0.024,11.557,0.018,11.508,0.023,11.567,0.023,11.374,0.241,8.707,,13.734,0.073,13.164,0.114,12.9572,0.000247,12.522,0.0064
HAT-P-69 b,HAT-P-69,3080104185367102592,3080104185367102592,379929661,130.5056385,3.7105662,,,,,,,,,,,,,,,10.08899974823000,0.05400000140070920,9.961000442504880,0.0,,,,,9.944000244140630,0.0,9.831,,9.871,,9.965,,10.05,,10.076,,9.373,0.024,9.293,0.022,9.28,0.023,9.221,0.022,9.259,0.019,9.236,0.036,8.321,,10.052,0.061,9.774,0.005,9.77332,0.000336,9.6129,0.006
K2-372 b,K2-372,602348482997667840,602348482997667840,333800257,130.7988719,13.0094226,,,19.5983,0.0779,,,,,,,,,,,14.317999839782700,0.024000000208616300,13.604000091552700,0.010999999940395400,13.904999732971200,0.014000000432133700,13.380000114440900,0.020999999716877900,13.208000183105500,0.008999999612569810,13.8666,0.0019,13.4097,0.0056,13.394,,13.227,0.0025,13.1995,0.0004,12.302,0.024,11.918,0.029,11.87,0.025,11.806,0.023,11.847,0.023,11.504,0.223,8.939,,14.318,0.024,13.589,0.069,13.4436,0.00017,12.9673,0.0083
K2-348 c,K2-348,690310993768911104,690310993768911104,117275513,130.8783479,24.4229559,,,20.1641,0.1395,15.896,0.00914134,13.1227,0.00125621,12.3413,0.000763229,12.0966,0.000770259,12.703,0.00653203,13.541999816894500,0.028999999165535000,12.564000129699700,0.026000000536441800,13.017000198364300,0.010999999940395400,12.239999771118200,0.020999999716877900,12.255999565124500,0.5239999890327450,13.336,,12.621,,12.295,,12.104,,11.9436,0.0011,10.958,0.022,10.485,0.021,10.381,0.018,10.348,0.022,10.431,0.02,10.327,0.108,8.506,0.478,13.542,0.029,12.572,0.046,12.3271,0.000129,11.7421,0.006
K2-348 b,K2-348,690310993768911104,690310993768911104,117275513,130.8783479,24.4229559,,,20.1641,0.1395,15.896,0.00914134,13.1227,0.00125621,12.3413,0.000763229,12.0966,0.000770259,12.703,0.00653203,13.541999816894500,0.028999999165535000,12.564000129699700,0.026000000536441800,13.017000198364300,0.010999999940395400,12.239999771118200,0.020999999716877900,12.255999565124500,0.5239999890327450,13.336,,12.621,,12.295,,12.104,,11.9436,0.0011,10.958,0.022,10.485,0.021,10.381,0.018,10.348,0.022,10.431,0.02,10.327,0.108,8.506,0.478,13.542,0.029,12.572,0.046,12.3271,0.000129,11.7421,0.006
TOI-3785 b,TOI-3785,1044013542142711296,1044013542142711296,458419328,130.9002258,63.0780768,,,,,17.9187,0.0127787,15.4753,0.00363696,14.0744,0.00308326,13.2233,0.000590967,12.4056,0.00364687,16.184999465942400,0.10499999672174500,14.595000267028800,0.10100000351667400,15.425000190734900,0.050999999046325700,13.958000183105500,0.07800000160932540,12.829999923706100,0.12999999523162800,15.2435,0.0055,14.0762,0.0022,13.126,,12.623,,12.2475,0.0042,11.051,0.026,10.387,0.029,10.165,0.022,10.034,0.023,9.966,0.019,9.86,0.045,8.696,,16.185,0.105,14.595,0.101,13.6559,0.00036,12.4963,0.00730846
WASP-84 c,WASP-84,3078836109158636928,3078836109158636928,350293646,131.1069959,1.8598933,21.9012,0.4179,17.3517,0.0272,15.0413,0.00785382,11.3126,0.000433473,10.5964,0.000454092,10.3842,0.000480693,10.6281,0.00143957,11.640999794006300,0.019999999552965200,10.812999725341800,0.04500000178813930,11.178000450134300,0.04100000113248830,10.52299976348880,0.0430000014603138,10.345999717712400,0.028999999165535000,11.0254,0.0,10.9645,0.001,10.0114,0.0004,10.5145,0.0155,10.3235,0.0459,9.346,0.026,8.956,0.024,8.855,0.023,8.804,0.023,8.859,0.019,8.786,0.028,8.393,0.311,11.64,0.15,10.825,0.011,10.5745,0.00059,10.0471,0.0061
WASP-84 b,WASP-84,3078836109158636928,3078836109158636928,350293646,131.1069959,1.8598933,21.9012,0.4179,17.3517,0.0272,15.0413,0.00785382,11.3126,0.000433473,10.5964,0.000454092,10.3842,0.000480693,10.6281,0.00143957,11.640999794006300,0.019999999552965200,10.812999725341800,0.04500000178813930,11.178000450134300,0.04100000113248830,10.52299976348880,0.0430000014603138,10.345999717712400,0.028999999165535000,11.0254,0.0,10.9645,0.001,10.0114,0.0004,10.5145,0.0155,10.3235,0.0459,9.346,0.026,8.956,0.024,8.855,0.023,8.804,0.023,8.859,0.019,8.786,0.028,8.393,0.311,11.64,0.15,10.825,0.011,10.5745,0.00059,10.0471,0.0061
K2-270 b,K2-270,608395625151767680,608395625151767680,293375721,131.2665588,13.5497322,,,,,16.6905,0.00816782,15.1251,0.00523208,13.562,0.0024992,13.3068,0.00162469,13.4125,0.00510399,14.824000358581500,0.04100000113248830,13.781999588012700,0.023000000044703500,14.253999710083000,0.008999999612569810,13.37600040435790,0.009999999776482580,13.0649995803833,0.0560000017285347,14.1914,0.0031,13.475,,13.211,,13.0514,0.001,12.9527,1E-04,11.968,0.023,11.462,0.019,11.368,0.021,11.292,0.022,11.376,0.021,11.488,0.202,8.731,,14.824,0.041,13.847,0.092,13.4701,0.00062,12.8344,0.0062
K2-270 c,K2-270,608395625151767680,608395625151767680,293375721,131.2665588,13.5497322,,,,,16.6905,0.00816782,15.1251,0.00523208,13.562,0.0024992,13.3068,0.00162469,13.4125,0.00510399,14.824000358581500,0.04100000113248830,13.781999588012700,0.023000000044703500,14.253999710083000,0.008999999612569810,13.37600040435790,0.009999999776482580,13.0649995803833,0.0560000017285347,14.1914,0.0031,13.475,,13.211,,13.0514,0.001,12.9527,1E-04,11.968,0.023,11.462,0.019,11.368,0.021,11.292,0.022,11.376,0.021,11.488,0.202,8.731,,14.824,0.041,13.847,0.092,13.4701,0.00062,12.8344,0.0062
K2-264 c,K2-264,661167785238757376,661167785238757376,184914317,131.3583524,19.698401,,,,,19.994,0.0360401,17.4995,0.00509092,16.0888,0.004213,14.9633,0.00433626,14.3744,0.00441185,,,,,,,,,,,17.2595,0.0062,16.0754,0.0024,14.9648,0.0026,14.4706,0.0018,14.2207,0.0042,13.047,0.025,12.386,0.022,12.183,0.02,12.048,0.023,11.978,0.023,11.317,0.294,8.173,,18.735,0.163,16.701,0.0462,15.6625,0.000588,14.4893,0.00735976
K2-264 b,K2-264,661167785238757376,661167785238757376,184914317,131.3583524,19.698401,,,,,19.994,0.0360401,17.4995,0.00509092,16.0888,0.004213,14.9633,0.00433626,14.3744,0.00441185,,,,,,,,,,,17.2595,0.0062,16.0754,0.0024,14.9648,0.0026,14.4706,0.0018,14.2207,0.0042,13.047,0.025,12.386,0.022,12.183,0.02,12.048,0.023,11.978,0.023,11.317,0.294,8.173,,18.735,0.163,16.701,0.0462,15.6625,0.000588,14.4893,0.00735976
WASP-36 b,WASP-36,5750936092375254016,5750936092375254016,13349647,131.5803897,-8.0269855,,,17.5879,0.0389,,,,,,,,,,,13.37600040435790,0.028999999165535000,12.762999534606900,0.023000000044703500,13.026000022888200,0.027000000700354600,12.588000297546400,0.04899999871850010,12.411999702453600,0.08900000154972080,12.996,,12.666,,12.545,,12.5,,12.4762,0.0094,11.609,0.028,11.353,0.027,11.294,0.026,11.152,0.022,11.202,0.02,11.27,0.154,8.902,,13.376,0.029,12.836,0.103,12.6284,0.000208,12.212,0.0066
K2-357 b,K2-357,610181468257262464,610181468257262464,293459761,131.9386628,16.3289144,,,19.2051,0.0937,15.8132,0.00669507,14.3194,0.00357161,13.5575,0.00210955,13.4147,0.00201229,13.7023,0.0067926,14.366999626159700,0.057999998331069900,13.62600040435790,0.029999999329447700,13.927000045776400,0.03999999910593030,13.434000015258800,0.02500000037252900,13.26099967956540,0.03099999949336050,13.8739,0.0014,13.4602,0.0025,13.42,,13.2847,0.0002,13.2529,0.001,12.366,0.023,11.995,0.021,11.952,0.026,11.908,0.024,11.966,0.023,12.284,0.453,8.972,,14.367,0.058,13.748,0.126,13.4792,0.000218,13.0172,0.0063
K2-119 b,K2-119,658274970145911424,658274970145911424,293460551,132.0098683,16.9017663,,,,,17.8786,0.0115378,15.4882,0.00416638,14.4407,0.00458038,14.8483,0.00418744,13.9304,0.00482191,15.973999977111800,0.08900000154972080,14.883000373840300,0.03500000014901160,15.456999778747600,0.0689999982714653,14.428000450134300,0.01899999938905240,14.055000305175800,0.03400000184774400,15.3519,0.0037,14.4622,0.0037,14.1131,0.001,13.9946,0.0053,13.8853,0.0061,12.841,0.022,12.265,0.023,12.174,0.02,12.119,0.023,12.174,0.023,12.179,0.425,8.791,,15.974,0.089,14.818,0.172,14.5103,0.000285,13.8223,0.0064
K2-118 b,K2-118,609814922864694400,609814922864694400,293496724,132.1268608,15.6558964,,,21.4517,0.2216,16.6967,0.00767614,14.8379,0.00335104,15.0433,0.0112554,14.9251,0.0112591,13.4449,0.00414696,15.031999588012700,0.05900000035762790,14.048999786377000,0.04500000178813930,14.496000289917000,0.03099999949336050,13.678999900817900,0.032999999821186100,13.38599967956540,0.09799999743700030,14.4203,0.0018,13.686,0.0041,13.4338,0.0076,13.3396,0.0021,13.2384,0.0043,12.259,0.023,11.768,0.021,11.654,0.019,11.628,0.024,11.703,0.022,11.821,0.296,8.692,,15.032,0.059,14.0,0.08,13.7484,0.000208,13.1313,0.006
K2-275 c,K2-275,661598415839633024,661598415839633024,332022997,132.1698795,20.4550162,,,19.2069,0.0893,,,,,,,,,,,13.085000038147000,0.07800000160932540,12.114999771118200,0.07000000029802320,12.51200008392330,0.06800000369548800,11.718999862670900,0.05900000035762790,11.385000228881800,0.05400000140070920,12.3,,11.685,,11.484,,11.404,,11.336,,10.364,0.026,9.861,0.033,9.749,0.024,9.642,0.022,9.722,0.02,9.654,0.055,7.99,,13.085,0.078,11.974,0.069,11.8139,0.000886,11.1983,0.0062
K2-275 b,K2-275,661598415839633024,661598415839633024,332022997,132.1698795,20.4550162,,,19.2069,0.0893,,,,,,,,,,,13.085000038147000,0.07800000160932540,12.114999771118200,0.07000000029802320,12.51200008392330,0.06800000369548800,11.718999862670900,0.05900000035762790,11.385000228881800,0.05400000140070920,12.3,,11.685,,11.484,,11.404,,11.336,,10.364,0.026,9.861,0.033,9.749,0.024,9.642,0.022,9.722,0.02,9.654,0.055,7.99,,13.085,0.078,11.974,0.069,11.8139,0.000886,11.1983,0.0062
K2-187 b,K2-187,689268759823937280,689268759823937280,332024125,132.5235618,23.1924709,,,19.4922,0.0967,15.6548,0.00701511,13.5671,0.00156215,12.9476,0.00121661,12.7502,0.00147158,13.3229,0.00786028,13.986000061035200,0.28999999165535000,13.093000411987300,0.05999999865889550,13.524999618530300,0.2630000114440920,12.836999893188500,0.07699999958276750,12.616999626159700,0.054999999701976800,13.3332,0.001,13.152,,12.892,,12.753,,12.5674,0.0021,11.687,0.022,11.289,0.028,11.196,0.021,11.169,0.022,11.235,0.021,11.069,0.186,8.362,,13.986,0.29,13.102,0.069,12.8673,0.000247,12.3562,0.0069
K2-187 d,K2-187,689268759823937280,689268759823937280,332024125,132.5235618,23.1924709,,,19.4922,0.0967,15.6548,0.00701511,13.5671,0.00156215,12.9476,0.00121661,12.7502,0.00147158,13.3229,0.00786028,13.986000061035200,0.28999999165535000,13.093000411987300,0.05999999865889550,13.524999618530300,0.2630000114440920,12.836999893188500,0.07699999958276750,12.616999626159700,0.054999999701976800,13.3332,0.001,13.152,,12.892,,12.753,,12.5674,0.0021,11.687,0.022,11.289,0.028,11.196,0.021,11.169,0.022,11.235,0.021,11.069,0.186,8.362,,13.986,0.29,13.102,0.069,12.8673,0.000247,12.3562,0.0069
K2-187 e,K2-187,689268759823937280,689268759823937280,332024125,132.5235618,23.1924709,,,19.4922,0.0967,15.6548,0.00701511,13.5671,0.00156215,12.9476,0.00121661,12.7502,0.00147158,13.3229,0.00786028,13.986000061035200,0.28999999165535000,13.093000411987300,0.05999999865889550,13.524999618530300,0.2630000114440920,12.836999893188500,0.07699999958276750,12.616999626159700,0.054999999701976800,13.3332,0.001,13.152,,12.892,,12.753,,12.5674,0.0021,11.687,0.022,11.289,0.028,11.196,0.021,11.169,0.022,11.235,0.021,11.069,0.186,8.362,,13.986,0.29,13.102,0.069,12.8673,0.000247,12.3562,0.0069
K2-187 c,K2-187,689268759823937280,689268759823937280,332024125,132.5235618,23.1924709,,,19.4922,0.0967,15.6548,0.00701511,13.5671,0.00156215,12.9476,0.00121661,12.7502,0.00147158,13.3229,0.00786028,13.986000061035200,0.28999999165535000,13.093000411987300,0.05999999865889550,13.524999618530300,0.2630000114440920,12.836999893188500,0.07699999958276750,12.616999626159700,0.054999999701976800,13.3332,0.001,13.152,,12.892,,12.753,,12.5674,0.0021,11.687,0.022,11.289,0.028,11.196,0.021,11.169,0.022,11.235,0.021,11.069,0.186,8.362,,13.986,0.29,13.102,0.069,12.8673,0.000247,12.3562,0.0069
K2-272 b,K2-272,659826037455527040,659826037455527040,46259692,132.6211743,17.5423852,,,19.6706,0.1176,,,,,,,,,,,14.57699966430660,0.04699999839067460,13.840999603271500,0.020999999716877900,14.15999984741210,0.0560000017285347,13.611000061035200,0.017000000923872000,13.437999725341800,0.032999999821186100,14.1015,0.0038,13.686,0.0755,13.4652,0.0041,13.4162,0.0022,13.3694,0.0034,12.486,0.022,12.076,0.02,12.0,0.018,11.985,0.023,12.017,0.023,11.576,0.243,8.563,,14.577,0.047,13.872,0.172,13.6668,0.000209,13.1736,0.0072
K2-345 b,K2-345,685979983106267136,685979983106267136,238608004,132.7075876,21.7890367,,,,,18.888,0.0196318,16.3987,0.00451599,15.1138,0.00891265,14.0697,0.00455481,13.6059,0.00488315,17.08799934387210,0.0,15.605999946594200,0.0,16.29800033569340,0.04399999976158140,14.913999557495100,0.07100000232458120,14.019000053405800,0.06800000369548800,16.1493,0.0021,14.9557,0.0028,14.0555,0.0059,13.6773,0.0025,13.4632,0.0039,12.344,0.025,11.656,0.023,11.46,0.021,11.341,0.023,11.312,0.022,11.351,0.217,8.703,,17.088,0.0,15.72,0.2,14.6951,0.000334,13.6347,0.00735657
K2-376 b,K2-376,690025807939789184,690025807939789184,117414377,132.7193327,25.0380824,22.1032,0.3329,15.4305,0.0089,,,,,,,,,,,11.074000358581500,0.06300000101327900,10.42199993133550,0.010999999940395400,10.704999923706100,0.05000000074505810,10.29800033569340,0.01600000075995920,10.14900016784670,0.03500000014901160,10.5808,0.0353,10.4711,0.098,15.0318,0.0038,9.8228,0.0833,9.9662,0.0999,9.329,0.018,9.065,0.016,9.007,0.016,8.962,0.023,8.995,0.019,9.008,0.042,8.111,,11.006,0.083,10.415,0.006,10.2998,0.000203,9.89519,0.006
K2-331 b,K2-331,608206676654888064,608206676654888064,46296576,132.7376431,13.170269,,,,,15.5371,0.00922617,11.803,0.000888147,11.1771,0.000765077,11.0635,0.00126409,13.6315,0.0136534,12.843999862670900,1.718999981880190,12.494999885559100,2.309999942779540,12.871000289917000,2.5420000553131100,11.85200023651120,1.3940000534057600,11.041999816894500,0.023000000044703500,11.786,,11.383,,11.204,,11.111,,11.079,,10.159,0.021,9.893,0.022,9.804,0.016,9.775,0.023,9.815,0.02,9.773,0.053,8.833,,12.31,0.329,11.305,0.029,11.1945,0.00077,10.7578,0.0061
K2-331 c,K2-331,608206676654888064,608206676654888064,46296576,132.7376431,13.170269,,,,,15.5371,0.00922617,11.803,0.000888147,11.1771,0.000765077,11.0635,0.00126409,13.6315,0.0136534,12.843999862670900,1.718999981880190,12.494999885559100,2.309999942779540,12.871000289917000,2.5420000553131100,11.85200023651120,1.3940000534057600,11.041999816894500,0.023000000044703500,11.786,,11.383,,11.204,,11.111,,11.079,,10.159,0.021,9.893,0.022,9.804,0.016,9.775,0.023,9.815,0.02,9.773,0.053,8.833,,12.31,0.329,11.305,0.029,11.1945,0.00077,10.7578,0.0061
K2-342 b,K2-342,685749360542215296,685749360542215296,197215129,133.1218996,21.2386816,,,16.3226,0.0142,14.4696,0.00628997,11.5699,0.000560828,11.1009,0.000557227,10.9606,0.000610222,13.1543,0.0138862,11.923999786377000,0.11699999868869800,11.208000183105500,0.06300000101327900,11.53600025177000,0.07900000363588330,10.99899959564210,0.052000001072883600,10.821999549865700,0.054999999701976800,11.46,0.0376,11.3642,0.1374,10.9586,0.0113,13.4078,0.001,11.6469,0.0,10.084,0.025,9.81,0.022,9.71,0.02,9.498,0.022,9.525,0.02,9.613,0.051,8.318,,11.754,0.232,11.338,0.016,11.0702,0.000543,10.6535,0.006
55 Cnc e,55 Cnc,704967037090946688,704967037090946688,332064670,133.1468373,28.3298154,,,,,,,,,,,,,,,,,,,,,,,,,6.2838,0.0627,,,6.1101,0.001,,,,,4.768,0.244,4.265,0.234,4.015,0.036,,,,,,,,,6.816,0.019,5.95084,0.023,5.72973,0.000852337,5.2058,0.0061
WASP-65 b,WASP-65,596931979481073152,596931979481073152,444013020,133.3242982,8.5230171,,,17.6906,0.041,15.326,0.0086337,12.521,0.00107635,11.7755,0.000780881,11.6309,0.001227,12.1361,0.00332074,12.571999549865700,0.006000000052154060,11.89799976348880,0.03799999877810480,12.194000244140600,0.05400000140070920,11.718999862670900,0.039000000804662700,11.572999954223600,0.006000000052154060,12.649,,12.163,,11.866,,11.652,,11.659,,10.669,0.022,10.44,0.032,10.346,0.021,10.307,0.022,10.351,0.02,10.275,0.073,8.361,,12.386,0.471,11.869,0.046,11.7509,0.000597,11.302,0.0061
TOI-615 b,TOI-615,5524780333100885888,5524780333100885888,190496853,133.4086892,-40.543701,,,,,,,,,,,,,,,11.015000343322800,0.01899999938905240,10.637999534606900,0.008999999612569810,10.946999549865700,0.23199999332428000,10.559000015258800,0.007000000216066840,10.579000473022500,0.029999999329447700,,,,,,,,,,,9.882,0.022,9.744,0.026,9.669,0.021,9.643,0.023,9.656,0.02,9.747,0.049,9.285,,11.111,0.112,10.825,0.008,10.5775,0.000301,10.3015,0.0061
K2-124 b,K2-124,686230534318440960,686230534318440960,197221381,133.6410515,23.1329509,,,,,20.0203,0.0421491,17.3547,0.0051925,15.9066,0.00443257,14.7601,0.00460074,14.1469,0.00469731,,,,,17.242000579834000,0.05299999937415120,15.9399995803833,0.0,14.723999977111800,0.017000000923872000,17.1012,0.0035,15.9136,0.0039,14.7673,0.0033,14.2506,0.0028,14.0093,0.0022,12.838,0.023,12.227,0.022,11.975,0.018,11.846,0.023,11.704,0.022,11.448,0.25,8.916,,18.427,0.163,16.692,0.183,15.4618,0.00053,14.2787,0.00746323
K2-268 e,K2-268,604743013163971072,604743013163971072,444037742,133.7094899,11.8482712,,,21.1698,0.1884,16.3424,0.0068975,15.4095,0.00740047,13.6166,0.00190518,15.037,0.0121596,13.7656,0.00587487,14.774999618530300,0.1379999965429310,13.852999687194800,0.05400000140070920,14.22700023651120,0.05700000002980230,13.595000267028800,0.18000000715255700,13.234999656677200,0.05999999865889550,14.1467,0.0013,13.5439,0.006,13.383,,13.2072,0.001,13.1583,0.0042,12.158,0.021,11.72,0.028,11.639,0.023,11.584,0.023,11.651,0.022,11.81,0.281,8.817,,14.775,0.138,13.848,0.114,13.5627,0.000175,12.986,0.006
K2-268 b,K2-268,604743013163971072,604743013163971072,444037742,133.7094899,11.8482712,,,21.1698,0.1884,16.3424,0.0068975,15.4095,0.00740047,13.6166,0.00190518,15.037,0.0121596,13.7656,0.00587487,14.774999618530300,0.1379999965429310,13.852999687194800,0.05400000140070920,14.22700023651120,0.05700000002980230,13.595000267028800,0.18000000715255700,13.234999656677200,0.05999999865889550,14.1467,0.0013,13.5439,0.006,13.383,,13.2072,0.001,13.1583,0.0042,12.158,0.021,11.72,0.028,11.639,0.023,11.584,0.023,11.651,0.022,11.81,0.281,8.817,,14.775,0.138,13.848,0.114,13.5627,0.000175,12.986,0.006
K2-268 f,K2-268,604743013163971072,604743013163971072,444037742,133.7094899,11.8482712,,,21.1698,0.1884,16.3424,0.0068975,15.4095,0.00740047,13.6166,0.00190518,15.037,0.0121596,13.7656,0.00587487,14.774999618530300,0.1379999965429310,13.852999687194800,0.05400000140070920,14.22700023651120,0.05700000002980230,13.595000267028800,0.18000000715255700,13.234999656677200,0.05999999865889550,14.1467,0.0013,13.5439,0.006,13.383,,13.2072,0.001,13.1583,0.0042,12.158,0.021,11.72,0.028,11.639,0.023,11.584,0.023,11.651,0.022,11.81,0.281,8.817,,14.775,0.138,13.848,0.114,13.5627,0.000175,12.986,0.006
K2-268 d,K2-268,604743013163971072,604743013163971072,444037742,133.7094899,11.8482712,,,21.1698,0.1884,16.3424,0.0068975,15.4095,0.00740047,13.6166,0.00190518,15.037,0.0121596,13.7656,0.00587487,14.774999618530300,0.1379999965429310,13.852999687194800,0.05400000140070920,14.22700023651120,0.05700000002980230,13.595000267028800,0.18000000715255700,13.234999656677200,0.05999999865889550,14.1467,0.0013,13.5439,0.006,13.383,,13.2072,0.001,13.1583,0.0042,12.158,0.021,11.72,0.028,11.639,0.023,11.584,0.023,11.651,0.022,11.81,0.281,8.817,,14.775,0.138,13.848,0.114,13.5627,0.000175,12.986,0.006
