pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,ra,dec,FUVmag,e_FUVmag,NUVmag,e_NUVmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Bmag,e_Bmag,Vmag,e_Vmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,tic_Bmag,tic_e_Bmag,tic_Vmag,tic_e_Vmag,gaiamag,e_gaiamag,Tmag,e_Tmag
KOI-1257 b,KOI-1257,2126633166627436928,2126633166627436928,159647910,291.2250888,44.9272918,,,,,,,,,,,,,,,15.829999923706100,0.09799999743700030,14.866999626159700,0.06199999898672100,15.28499984741210,0.07900000363588330,14.604999542236300,0.07999999821186070,14.343999862670900,0.06800000369548800,15.2051,0.003,14.5891,0.0022,14.3677,0.0027,14.2847,0.0024,14.2076,0.0029,13.222,0.024,12.827,0.023,12.726,0.023,12.579,0.024,12.645,0.024,12.69,0.393,8.951,,15.83,0.098,14.818,0.069,14.6419,0.00049,14.0772,0.006
Kepler-357 b,Kepler-357,2126194667646233984,2126194667646233984,159649595,291.2429746,44.0086337,,,,,,,,,,,,,,,16.941999435424800,0.05000000074505810,15.925000190734900,0.07000000029802320,16.347000122070300,0.029999999329447700,15.557000160217300,0.1120000034570690,15.27400016784670,0.006000000052154060,16.1903,0.0011,15.4689,0.0047,15.1989,0.003,15.092,0.0036,15.0058,0.0037,13.991,0.024,13.514,0.025,13.408,0.032,13.358,0.024,13.478,0.029,12.58,0.369,9.361,,16.942,0.05,15.735,0.229,15.5215,0.00047,14.8979,0.0091
Kepler-357 d,Kepler-357,2126194667646233984,2126194667646233984,159649595,291.2429746,44.0086337,,,,,,,,,,,,,,,16.941999435424800,0.05000000074505810,15.925000190734900,0.07000000029802320,16.347000122070300,0.029999999329447700,15.557000160217300,0.1120000034570690,15.27400016784670,0.006000000052154060,16.1903,0.0011,15.4689,0.0047,15.1989,0.003,15.092,0.0036,15.0058,0.0037,13.991,0.024,13.514,0.025,13.408,0.032,13.358,0.024,13.478,0.029,12.58,0.369,9.361,,16.942,0.05,15.735,0.229,15.5215,0.00047,14.8979,0.0091
Kepler-357 c,Kepler-357,2126194667646233984,2126194667646233984,159649595,291.2429746,44.0086337,,,,,,,,,,,,,,,16.941999435424800,0.05000000074505810,15.925000190734900,0.07000000029802320,16.347000122070300,0.029999999329447700,15.557000160217300,0.1120000034570690,15.27400016784670,0.006000000052154060,16.1903,0.0011,15.4689,0.0047,15.1989,0.003,15.092,0.0036,15.0058,0.0037,13.991,0.024,13.514,0.025,13.408,0.032,13.358,0.024,13.478,0.029,12.58,0.369,9.361,,16.942,0.05,15.735,0.229,15.5215,0.00047,14.8979,0.0091
Kepler-1354 b,Kepler-1354,2052568585913107072,2052568585913107072,137096633,291.2451266,37.7590079,,,,,16.0413,0.00590222,14.712,0.00290868,14.2672,0.00288093,14.1052,0.00289623,14.0603,0.00375791,,,,,,,,,,,14.7402,0.0011,14.3489,0.0066,14.222,0.0038,14.1636,0.0046,14.1306,0.003,13.252,0.023,12.965,0.026,12.858,0.033,12.765,0.024,12.829,0.025,12.294,,9.078,,14.942,0.066,14.59,0.092,14.3687,0.000257,13.9236,0.0077
Kepler-36 c,Kepler-36,2129931456691176576,2129931456691176576,350810590,291.2501859,49.2318073,,,16.7924,0.0208,,,,,,,,,,,12.795000076293900,0.009999999776482580,12.173999786377000,0.023000000044703500,12.418000221252400,0.01600000075995920,12.12600040435790,0.03099999949336050,11.970999717712400,0.00800000037997961,12.338,,12.036,,11.963,,11.965,,11.972,,11.124,0.023,10.85,0.029,10.788,0.022,10.753,0.023,10.78,0.02,10.783,0.067,9.507,,12.656,0.353,11.941,0.025,12.0767,0.00017,11.6826,0.0066
Kepler-36 b,Kepler-36,2129931456691176576,2129931456691176576,350810590,291.2501859,49.2318073,,,16.7924,0.0208,,,,,,,,,,,12.795000076293900,0.009999999776482580,12.173999786377000,0.023000000044703500,12.418000221252400,0.01600000075995920,12.12600040435790,0.03099999949336050,11.970999717712400,0.00800000037997961,12.338,,12.036,,11.963,,11.965,,11.972,,11.124,0.023,10.85,0.029,10.788,0.022,10.753,0.023,10.78,0.02,10.783,0.067,9.507,,12.656,0.353,11.941,0.025,12.0767,0.00017,11.6826,0.0066
Kepler-1612 b,Kepler-1612,2127432099262972416,2127432099262972416,159646633,291.2503022,45.6550536,,,,,,,,,,,,,,,15.817999839782700,0.0430000014603138,14.890000343322800,0.05299999937415120,15.255000114440900,0.019999999552965200,14.763999938964800,0.04800000041723250,14.508000373840300,0.02800000086426740,15.1854,0.0016,14.6723,0.0011,14.5046,0.0025,14.4601,0.004,14.413,0.0047,13.498,0.023,13.141,0.022,13.075,0.026,13.053,0.024,13.089,0.024,12.692,,9.098,,15.818,0.043,14.936,0.092,14.7157,0.000338,14.2068,0.0067
Kepler-1731 b,Kepler-1731,2050239300586448000,2050239300586448000,137099260,291.2544229,36.7434302,,,,,15.7108,0.00535127,14.4688,0.0116598,14.245,0.0101527,19.3077,0.053034,12.4838,0.00440665,13.782999992370600,0.023000000044703500,12.756999969482400,0.01600000075995920,13.234999656677200,0.009999999776482580,12.425999641418500,0.017000000923872000,12.142000198364300,0.02500000037252900,13.081,,12.432,,12.187,,12.067,,11.991,,10.982,0.02,10.475,0.02,10.41,0.017,10.288,0.022,10.35,0.02,10.307,0.073,8.803,,13.783,0.023,12.742,0.092,12.4974,0.000399,11.8806,0.0062
Kepler-1442 b,Kepler-1442,2129357580341124608,2129357580341124608,350811132,291.2556226,48.8469171,,,16.4009,0.0177,,,,,,,,,,,12.710000038147000,0.004999999888241290,12.123000144958500,0.03400000184774400,12.335000038147000,0.026000000536441800,12.059000015258800,0.01600000075995920,11.982000350952100,0.023000000044703500,12.604,,12.317,,12.173,,12.053,,12.0105,0.0045,11.215,0.022,11.031,0.028,10.967,0.021,10.915,0.023,10.936,0.02,10.916,0.069,9.054,,12.71,0.005,12.114,0.057,12.0303,0.000208,11.6841,0.0066
Kepler-372 b,Kepler-372,2129931942027348608,2129931942027348608,350810559,291.2562253,49.2589288,,,19.6024,0.091,,,,,,,,,,,,,,,,,,,,,15.1582,0.0009,14.8228,0.002,14.7159,0.0068,14.7067,0.0028,14.6844,0.0049,13.878,0.027,13.563,0.033,13.559,0.039,13.532,0.026,13.552,0.029,13.066,,9.141,,16.018,0.068,14.928,0.149,14.8342,0.000298,14.4297,0.0069
Kepler-372 c,Kepler-372,2129931942027348608,2129931942027348608,350810559,291.2562253,49.2589288,,,19.6024,0.091,,,,,,,,,,,,,,,,,,,,,15.1582,0.0009,14.8228,0.002,14.7159,0.0068,14.7067,0.0028,14.6844,0.0049,13.878,0.027,13.563,0.033,13.559,0.039,13.532,0.026,13.552,0.029,13.066,,9.141,,16.018,0.068,14.928,0.149,14.8342,0.000298,14.4297,0.0069
Kepler-372 d,Kepler-372,2129931942027348608,2129931942027348608,350810559,291.2562253,49.2589288,,,19.6024,0.091,,,,,,,,,,,,,,,,,,,,,15.1582,0.0009,14.8228,0.002,14.7159,0.0068,14.7067,0.0028,14.6844,0.0049,13.878,0.027,13.563,0.033,13.559,0.039,13.532,0.026,13.552,0.029,13.066,,9.141,,16.018,0.068,14.928,0.149,14.8342,0.000298,14.4297,0.0069
Kepler-1294 b,Kepler-1294,2126234215705936640,2126234215705936640,159721015,291.2681037,44.4881624,,,,,,,,,,,,,,,,,,,,,,,,,15.5721,0.002,15.118,0.0006,14.9715,0.0016,14.9147,0.0034,14.8686,0.0022,14.021,0.026,13.657,0.022,13.597,0.033,13.455,0.024,13.564,0.03,12.504,,9.507,,15.149,0.065,15.361,0.114,15.1501,0.000372,14.6723,0.0081
Kepler-945 b,Kepler-945,2101737474597174016,2101737474597174016,159715997,291.2697354,42.0960305,,,,,,,,,,,,,,,16.909000396728500,0.0,16.090999603271500,0.0,16.371000289917000,0.04600000008940700,16.000999450683600,0.0,16.049999237060500,0.0,16.278,0.0022,15.8163,0.004,15.6725,0.0033,15.6297,0.0038,15.5851,0.0045,14.742,0.033,14.399,0.039,14.293,0.061,14.287,0.027,14.282,0.039,12.74,0.413,9.094,0.392,16.909,0.0,15.599,0.32,15.8596,0.000537,15.3801,0.0068
Kepler-762 b,Kepler-762,2129158710476149376,2129158710476149376,159725995,291.2756631,47.3295107,,,,,,,,,,,,,,,,,,,,,,,,,15.7985,0.0046,15.4037,0.0026,15.2644,0.0023,15.2195,0.0027,15.1935,0.0029,14.275,0.025,13.963,0.031,13.969,0.046,13.954,0.024,14.009,0.03,13.173,,9.063,,16.298,0.067,15.574,0.115,15.4266,0.000639,14.9767,0.0066
Kepler-1284 b,Kepler-1284,2129192692257862912,2129192692257862912,159726546,291.2789549,47.6875766,,,,,,,,,,,,,,,,,,,,,,,,,16.2994,0.0034,15.6217,0.0036,15.3503,0.0057,15.2487,0.004,15.1884,0.002,14.162,0.025,13.753,0.027,13.572,0.033,13.557,0.024,13.663,0.028,13.094,0.488,9.239,,17.287,0.067,15.912,0.126,15.6622,0.000508,15.0484,0.0066
Kepler-1184 b,Kepler-1184,2129099474286578048,2129099474286578048,159725400,291.282031,46.9659514,,,,,,,,,,,,,,,,,,,,,,,,,15.2807,0.0047,14.9142,0.0053,14.7887,0.0041,14.7531,0.0037,14.7231,0.0026,13.866,0.024,13.554,0.022,13.49,0.034,13.474,0.023,13.53,0.028,12.445,,9.576,,15.659,0.066,14.99,0.035,14.9314,0.000376,14.498,0.0066
Kepler-273 c,Kepler-273,2129193070214982016,2129193070214982016,159726559,291.3021458,47.6976573,,,21.584,0.3534,,,,,,,,,,,15.897000312805200,0.2280000001192090,15.140999794006300,0.061000000685453400,15.505999565124500,0.08799999952316280,14.920999526977500,0.06199999898672100,14.690999984741200,0.11500000208616300,15.4416,0.0026,14.9307,0.0022,14.7601,0.0018,14.6843,0.0086,14.6315,0.0043,13.682,0.024,13.35,0.024,13.217,0.027,13.232,0.024,13.289,0.026,13.055,0.444,9.197,,15.897,0.228,15.1,0.103,14.9683,0.000341,14.4498,0.0065
Kepler-273 b,Kepler-273,2129193070214982016,2129193070214982016,159726559,291.3021458,47.6976573,,,21.584,0.3534,,,,,,,,,,,15.897000312805200,0.2280000001192090,15.140999794006300,0.061000000685453400,15.505999565124500,0.08799999952316280,14.920999526977500,0.06199999898672100,14.690999984741200,0.11500000208616300,15.4416,0.0026,14.9307,0.0022,14.7601,0.0018,14.6843,0.0086,14.6315,0.0043,13.682,0.024,13.35,0.024,13.217,0.027,13.232,0.024,13.289,0.026,13.055,0.444,9.197,,15.897,0.228,15.1,0.103,14.9683,0.000341,14.4498,0.0065
Kepler-1374 b,Kepler-1374,2126643543268551936,2126643543268551936,159722311,291.3499783,45.1722521,,,,,,,,,,,,,,,,,,,,,,,,,16.4266,0.0042,15.8776,0.0049,15.6913,0.0034,15.6234,0.0055,15.5595,0.006,14.649,0.035,14.196,0.033,14.129,0.055,14.177,0.027,14.209,0.035,12.7,,8.906,,18.033,-0.174,15.991,0.08,15.93,0.000626,15.3944,0.0064
Kepler-612 b,Kepler-612,2126684019040772480,2126684019040772480,159723305,291.3546278,45.7478551,,,,,,,,,,,,,,,15.92199993133550,0.06499999761581420,15.005999565124500,0.12200000137090700,15.381999969482400,0.00800000037997961,14.829000473022500,0.04699999839067460,,,15.3752,0.0027,14.867,0.0029,14.6937,0.0029,14.6241,0.0015,14.5836,0.0032,13.663,0.024,13.315,0.022,13.264,0.029,13.218,0.024,13.267,0.026,12.824,0.46,8.913,,15.922,0.065,15.191,0.137,14.9103,0.000333,14.3949,0.007
Kepler-261 c,Kepler-261,2052528625536778624,2052528625536778624,137148674,291.3647333,37.609239,,,,,16.126,0.00615875,14.2516,0.00316307,12.1978,0.00227466,15.7464,0.0135906,13.1533,0.00362376,,,,,,,,,,,14.1257,0.0025,13.4867,0.0051,13.295,,13.1826,0.0009,13.0921,0.0022,12.127,0.02,11.672,0.02,11.585,0.021,11.537,0.022,11.61,0.021,11.677,0.178,8.721,,15.053,0.065,13.738,0.103,13.5287,0.000336,12.9452,0.0061
Kepler-261 b,Kepler-261,2052528625536778624,2052528625536778624,137148674,291.3647333,37.609239,,,,,16.126,0.00615875,14.2516,0.00316307,12.1978,0.00227466,15.7464,0.0135906,13.1533,0.00362376,,,,,,,,,,,14.1257,0.0025,13.4867,0.0051,13.295,,13.1826,0.0009,13.0921,0.0022,12.127,0.02,11.672,0.02,11.585,0.021,11.537,0.022,11.61,0.021,11.677,0.178,8.721,,15.053,0.065,13.738,0.103,13.5287,0.000336,12.9452,0.0061
Kepler-323 b,Kepler-323,2052582432887909376,2052582432887909376,137150039,291.3822988,38.1274595,,,,,15.1679,0.00576093,13.7364,0.00389123,12.7214,0.00160893,12.8334,0.00344809,13.3957,0.00516241,,,,,,,,,,,13.104,,12.758,,12.633,,12.588,,12.5574,0.0115,11.689,0.022,11.423,0.022,11.354,0.02,11.33,0.023,11.378,0.021,11.362,0.122,9.199,,13.454,0.066,12.78,0.092,12.658,0.000201,12.2594,0.006
Kepler-323 c,Kepler-323,2052582432887909376,2052582432887909376,137150039,291.3822988,38.1274595,,,,,15.1679,0.00576093,13.7364,0.00389123,12.7214,0.00160893,12.8334,0.00344809,13.3957,0.00516241,,,,,,,,,,,13.104,,12.758,,12.633,,12.588,,12.5574,0.0115,11.689,0.022,11.423,0.022,11.354,0.02,11.33,0.023,11.378,0.021,11.362,0.122,9.199,,13.454,0.066,12.78,0.092,12.658,0.000201,12.2594,0.006
Kepler-100 c,Kepler-100,2101733244046205568,2101733244046205568,159654016,291.3861294,41.9901394,,,,,,,,,,,,,,,12.008999824523900,0.027000000700354600,11.277999877929700,0.02500000037252900,11.57800006866460,0.006000000052154060,11.147000312805200,0.023000000044703500,10.970999717712400,0.0729999989271164,13.2163,0.001,11.4345,0.1008,10.9635,0.0284,11.5557,0.0044,10.9953,0.001,10.081,0.021,9.804,0.017,9.768,0.014,9.729,0.023,9.763,0.02,9.753,0.041,8.96,,11.857,0.149,11.055,0.011,11.1293,0.000371,10.6983,0.006
Kepler-100 d,Kepler-100,2101733244046205568,2101733244046205568,159654016,291.3861294,41.9901394,,,,,,,,,,,,,,,12.008999824523900,0.027000000700354600,11.277999877929700,0.02500000037252900,11.57800006866460,0.006000000052154060,11.147000312805200,0.023000000044703500,10.970999717712400,0.0729999989271164,13.2163,0.001,11.4345,0.1008,10.9635,0.0284,11.5557,0.0044,10.9953,0.001,10.081,0.021,9.804,0.017,9.768,0.014,9.729,0.023,9.763,0.02,9.753,0.041,8.96,,11.857,0.149,11.055,0.011,11.1293,0.000371,10.6983,0.006
Kepler-100 b,Kepler-100,2101733244046205568,2101733244046205568,159654016,291.3861294,41.9901394,,,,,,,,,,,,,,,12.008999824523900,0.027000000700354600,11.277999877929700,0.02500000037252900,11.57800006866460,0.006000000052154060,11.147000312805200,0.023000000044703500,10.970999717712400,0.0729999989271164,13.2163,0.001,11.4345,0.1008,10.9635,0.0284,11.5557,0.0044,10.9953,0.001,10.081,0.021,9.804,0.017,9.768,0.014,9.729,0.023,9.763,0.02,9.753,0.041,8.96,,11.857,0.149,11.055,0.011,11.1293,0.000371,10.6983,0.006
Kepler-145 c,Kepler-145,2126237131982289280,2126237131982289280,159721091,291.3877397,44.5290465,,,,,,,,,,,,,,,12.737000465393100,0.03799999877810480,12.03499984741210,0.03400000184774400,12.345000267028800,0.029999999329447700,11.906999588012700,0.054999999701976800,11.802000045776400,0.028999999165535000,12.262,,11.961,,11.847,,11.8,,11.784,,10.913,0.025,10.693,0.019,10.628,0.016,10.601,0.023,10.626,0.02,10.628,0.063,9.326,,12.737,0.038,11.977,0.034,11.8746,0.000209,11.4853,0.0083
Kepler-145 b,Kepler-145,2126237131982289280,2126237131982289280,159721091,291.3877397,44.5290465,,,,,,,,,,,,,,,12.737000465393100,0.03799999877810480,12.03499984741210,0.03400000184774400,12.345000267028800,0.029999999329447700,11.906999588012700,0.054999999701976800,11.802000045776400,0.028999999165535000,12.262,,11.961,,11.847,,11.8,,11.784,,10.913,0.025,10.693,0.019,10.628,0.016,10.601,0.023,10.626,0.02,10.628,0.063,9.326,,12.737,0.038,11.977,0.034,11.8746,0.000209,11.4853,0.0083
Kepler-280 c,Kepler-280,2101761079737564672,2101761079737564672,159716174,291.3905325,42.1804735,,,,,,,,,,,,,,,,,,,,,,,,,14.9093,0.0009,14.425,0.0011,14.2557,0.0004,14.2146,0.002,14.1682,0.0019,13.289,0.023,12.914,0.024,12.844,0.022,12.837,0.024,12.89,0.024,13.062,,9.309,,15.295,0.067,14.35,0.092,14.4574,0.000269,13.9604,0.0081
Kepler-280 b,Kepler-280,2101761079737564672,2101761079737564672,159716174,291.3905325,42.1804735,,,,,,,,,,,,,,,,,,,,,,,,,14.9093,0.0009,14.425,0.0011,14.2557,0.0004,14.2146,0.002,14.1682,0.0019,13.289,0.023,12.914,0.024,12.844,0.022,12.837,0.024,12.89,0.024,13.062,,9.309,,15.295,0.067,14.35,0.092,14.4574,0.000269,13.9604,0.0081
Kepler-285 c,Kepler-285,2129295427874937856,2129295427874937856,26416742,291.3908469,48.0655392,,,21.7517,0.4096,,,,,,,,,,,16.360000610351600,0.03200000151991840,15.342000007629400,0.02800000086426740,15.824999809265100,0.014000000432133700,15.14900016784670,0.03799999877810480,15.026000022888200,0.18799999356269800,15.6845,0.0017,15.1134,0.0023,14.8976,0.0035,14.8395,0.0018,14.7778,0.0021,13.887,0.025,13.435,0.022,13.319,0.039,13.34,0.023,13.435,0.027,12.563,0.324,9.593,,16.36,0.032,15.198,0.149,15.1521,0.000435,14.6046,0.0066
Kepler-285 b,Kepler-285,2129295427874937856,2129295427874937856,26416742,291.3908469,48.0655392,,,21.7517,0.4096,,,,,,,,,,,16.360000610351600,0.03200000151991840,15.342000007629400,0.02800000086426740,15.824999809265100,0.014000000432133700,15.14900016784670,0.03799999877810480,15.026000022888200,0.18799999356269800,15.6845,0.0017,15.1134,0.0023,14.8976,0.0035,14.8395,0.0018,14.7778,0.0021,13.887,0.025,13.435,0.022,13.319,0.039,13.34,0.023,13.435,0.027,12.563,0.324,9.593,,16.36,0.032,15.198,0.149,15.1521,0.000435,14.6046,0.0066
Kepler-1295 b,Kepler-1295,2126680651786377984,2126680651786377984,159723041,291.3978451,45.588553,,,,,,,,,,,,,,,17.062999725341800,0.19599999487400100,16.118000030517600,0.00800000037997961,16.538999557495100,0.0,15.895999908447300,0.0,,,16.4203,0.0029,15.8485,0.0043,15.6502,0.0023,15.5736,0.0036,15.5337,0.0092,14.563,0.032,14.227,0.039,14.092,0.051,14.085,0.026,14.137,0.034,13.013,,9.332,,17.063,0.196,16.227,0.195,15.9075,0.001142,15.3568,0.0065
Kepler-1600 c,Kepler-1600,2052754540819149568,2052754540819149568,137151626,291.3993802,38.7877563,,,,,,,,,,,,,,,,,,,,,,,,,16.4296,0.0038,15.768,0.0041,15.5229,0.0031,15.4181,0.0021,15.3472,0.003,14.351,0.029,13.903,0.032,13.896,0.062,13.852,0.028,13.884,0.033,12.741,,9.3,,16.645,0.069,16.076,0.138,15.8138,0.000466,15.2155,0.0076
Kepler-1600 b,Kepler-1600,2052754540819149568,2052754540819149568,137151626,291.3993802,38.7877563,,,,,,,,,,,,,,,,,,,,,,,,,16.4296,0.0038,15.768,0.0041,15.5229,0.0031,15.4181,0.0021,15.3472,0.003,14.351,0.029,13.903,0.032,13.896,0.062,13.852,0.028,13.884,0.033,12.741,,9.3,,16.645,0.069,16.076,0.138,15.8138,0.000466,15.2155,0.0076
Kepler-906 b,Kepler-906,2053438127812903296,2053438127812903296,137154728,291.4055614,40.1254254,,,,,,,,,,,,,,,14.434000015258800,0.00800000037997961,14.105999946594200,0.006000000052154060,14.137999534606900,0.014999999664723900,13.961999893188500,0.039000000804662700,13.836000442504900,0.06300000101327900,14.2446,0.0026,13.9105,0.003,13.8094,0.0011,13.7853,0.0042,13.7681,0.0038,12.944,0.021,12.664,0.021,12.594,0.026,,,,,,,,,14.434,0.008,14.019,0.092,13.918,0.000245,13.5132,0.0067
Kepler-1590 b,Kepler-1590,2129295049918456960,2129295049918456960,26416803,291.4079141,48.0178915,,,19.0509,0.067,,,,,,,,,,,14.961999893188500,0.026000000536441800,14.156000137329100,0.01899999938905240,14.472000122070300,0.012000000104308100,14.116999626159700,0.03999999910593030,,,14.4365,0.0038,14.1237,0.0055,13.9237,0.0034,13.9227,0.0044,13.897,0.0021,13.025,0.021,12.724,0.018,12.693,0.027,12.459,0.023,12.502,0.023,12.635,0.34,9.254,,14.962,0.026,14.186,0.183,14.077,0.000221,13.6504,0.007
Kepler-405 c,Kepler-405,2052726984308676864,2052726984308676864,137150544,291.4094615,38.3400107,,,,,17.92,0.0132881,16.3423,0.00358898,15.7572,0.00382607,15.5623,0.00389733,15.4624,0.00568277,,,,,,,,,,,16.2756,0.0034,15.7667,0.0041,15.5921,0.0027,15.5277,0.0031,15.4761,0.0042,14.543,0.03,14.172,0.039,14.056,0.067,14.124,0.028,14.206,0.037,12.621,,8.963,,16.243,0.069,16.181,0.389,15.8023,0.000485,15.285,0.0071
Kepler-405 b,Kepler-405,2052726984308676864,2052726984308676864,137150544,291.4094615,38.3400107,,,,,17.92,0.0132881,16.3423,0.00358898,15.7572,0.00382607,15.5623,0.00389733,15.4624,0.00568277,,,,,,,,,,,16.2756,0.0034,15.7667,0.0041,15.5921,0.0027,15.5277,0.0031,15.4761,0.0042,14.543,0.03,14.172,0.039,14.056,0.067,14.124,0.028,14.206,0.037,12.621,,8.963,,16.243,0.069,16.181,0.389,15.8023,0.000485,15.285,0.0071
Kepler-93 b,Kepler-93,2052747119115620352,2052747119115620352,137151335,291.4181275,38.6723124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.844,0.0415,8.771,0.019,8.446,0.017,8.37,0.019,8.338,0.023,8.37,0.021,8.334,0.021,8.027,0.173,10.731,0.062,9.996,0.004,9.86249,0.000395,9.4087,0.006
Kepler-1053 b,Kepler-1053,2052973309272223232,2052973309272223232,137152419,291.4186349,39.1273664,,,,,,,,,,,,,,,,,,,,,,,,,14.236,0.0034,13.298,,12.873,,12.611,,12.4436,0.004,11.334,0.02,10.736,0.022,10.585,0.018,10.537,0.023,10.583,0.02,10.66,0.075,9.391,,14.972,0.063,13.576,0.103,13.2088,0.000271,12.4452,0.006
Kepler-772 b,Kepler-772,2052585044228107008,2052585044228107008,137150277,291.423582,38.2165603,,,,,16.1879,0.00616829,14.6895,0.00328391,14.8048,0.00966475,13.8932,0.00348425,13.792,0.00380529,,,,,,,,,,,14.4357,0.0049,13.9254,0.0017,13.7436,1E-04,13.6751,0.0023,13.6312,0.0028,12.739,0.022,12.339,0.022,12.299,0.026,12.254,0.023,12.28,0.023,11.792,0.195,9.342,,14.806,0.066,14.145,0.149,13.9556,0.000216,13.4436,0.0079
Kepler-1914 b,Kepler-1914,2052735368085096576,2052735368085096576,137151294,291.4314024,38.6543635,,,,,,,,,,,,,,,,,,,,,,,,,16.1028,0.0033,15.6623,0.0033,15.501,0.0032,15.4503,0.0034,15.4146,0.0025,14.53,0.032,14.186,0.04,14.212,0.077,13.955,0.044,14.159,0.05,12.804,,9.241,,16.006,0.069,15.911,0.218,15.6826,0.000469,15.2009,0.0078
Kepler-775 b,Kepler-775,2101711155037463040,2101711155037463040,137211068,291.4332781,41.7033162,,,,,,,,,,,,,,,14.567000389099100,0.014000000432133700,13.680999755859400,0.032999999821186100,14.053999900817900,0.006000000052154060,13.458000183105500,0.00800000037997961,13.27299976348880,0.08299999684095380,13.9519,0.0011,13.4203,0.0,13.347,,13.2042,0.0048,13.1537,0.002,12.213,0.022,11.823,0.021,11.774,0.021,11.744,0.023,11.787,0.022,11.574,0.148,9.052,,14.567,0.014,13.564,0.08,13.4673,0.000176,12.954,0.006
Kepler-683 b,Kepler-683,2052559480582595456,2052559480582595456,137149476,291.4399598,37.9056293,,,,,,,,,,,,,,,,,,,,,,,,,15.448,0.0018,14.9665,0.0015,14.8075,0.0022,14.746,0.0032,14.7042,0.003,13.812,0.025,13.465,0.029,13.358,0.037,13.401,0.025,13.47,0.03,12.52,,9.279,,15.55,0.067,15.072,0.092,15.0008,0.000388,14.5076,0.0076
Kepler-889 b,Kepler-889,2130131297229656832,2130131297229656832,26474039,291.467454,50.7595597,,,,,,,,,,,,,,,13.168000221252400,0.014000000432133700,12.57699966430660,0.014000000432133700,12.767000198364300,0.010999999940395400,12.368000030517600,0.00800000037997961,12.258000373840300,0.0,13.093,,12.748,,12.611,,12.548,,12.5279,0.0096,11.64,0.021,11.384,0.017,11.327,0.018,11.109,0.022,11.155,0.02,11.186,0.078,9.786,,13.168,0.014,12.998,0.229,12.6802,0.00019,12.258,0.0069
Kepler-398 d,Kepler-398,2053457644144430848,2053457644144430848,137155210,291.4688524,40.3437001,,,,,,,,,,,,,,,14.710000038147000,0.03400000184774400,13.720999717712400,0.006000000052154060,14.135000228881800,0.02500000037252900,13.215999603271500,0.035999998450279200,12.831000328064000,0.03999999910593030,14.1445,0.0019,13.425,,13.02,,12.774,,12.5586,0.0018,11.514,0.021,10.932,0.022,10.794,0.018,10.728,0.023,10.787,0.02,10.678,0.074,8.791,,14.71,0.034,13.499,0.08,13.2351,0.000224,12.5199,0.006
Kepler-398 b,Kepler-398,2053457644144430848,2053457644144430848,137155210,291.4688524,40.3437001,,,,,,,,,,,,,,,14.710000038147000,0.03400000184774400,13.720999717712400,0.006000000052154060,14.135000228881800,0.02500000037252900,13.215999603271500,0.035999998450279200,12.831000328064000,0.03999999910593030,14.1445,0.0019,13.425,,13.02,,12.774,,12.5586,0.0018,11.514,0.021,10.932,0.022,10.794,0.018,10.728,0.023,10.787,0.02,10.678,0.074,8.791,,14.71,0.034,13.499,0.08,13.2351,0.000224,12.5199,0.006
Kepler-398 c,Kepler-398,2053457644144430848,2053457644144430848,137155210,291.4688524,40.3437001,,,,,,,,,,,,,,,14.710000038147000,0.03400000184774400,13.720999717712400,0.006000000052154060,14.135000228881800,0.02500000037252900,13.215999603271500,0.035999998450279200,12.831000328064000,0.03999999910593030,14.1445,0.0019,13.425,,13.02,,12.774,,12.5586,0.0018,11.514,0.021,10.932,0.022,10.794,0.018,10.728,0.023,10.787,0.02,10.678,0.074,8.791,,14.71,0.034,13.499,0.08,13.2351,0.000224,12.5199,0.006
Kepler-1256 b,Kepler-1256,2126615024685005568,2126615024685005568,159763320,291.4742443,44.6834119,,,,,,,,,,,,,,,,,,,,,,,,,13.8425,0.0015,13.477,,13.387,,13.3894,0.0012,13.3797,0.002,12.486,0.021,12.284,0.017,12.234,0.016,12.142,0.023,12.173,0.022,12.196,0.231,8.994,,14.135,0.065,13.685,0.057,13.513,0.000214,13.1133,0.009
HATS-36 b,HATS-36,6771542097119292928,6771542097119292928,119262291,291.4787013,-23.2028183,,,,,,,,,,,,,,,15.0600004196167,0.02800000086426740,14.38599967956540,0.017999999225139600,14.675000190734900,0.012000000104308100,14.230999946594200,0.006000000052154060,14.145999908447300,0.04800000041723250,14.6289,0.0039,14.2213,0.0011,14.0738,0.0029,14.0509,0.0039,14.0307,0.0029,13.181,0.026,12.855,0.025,12.809,0.026,12.741,0.024,12.816,0.029,11.815,0.288,8.621,,15.06,0.028,14.364,0.149,14.233,0.000411,13.7805,0.008
