pl_name,hostname,gaia_dr3_id,ra,dec,fuvmag,e_fuvmag,nuvmag,e_nuvmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,vmag,e_vmag,bmag,e_bmag,gprimemag,e_gprimemag,rprimemag,e_rprimemag,iprimemag,e_iprimemag,gaiaGmag,e_gaiaGmag,gaiaBPmag,e_gaiaBPmag,gaiaRPmag,e_gaiaRPmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag
HAT-P-35 b,HAT-P-35,3094733088793018240,123.250703,4.7870288,,,17.1083,0.0226,14.6095,0.00466119,12.6873,0.000967877,12.387,0.00131907,12.3141,0.00194237,13.1573,0.00565494,12.374,0.014,12.987,0.051,12.619,0.013,12.244,0.027,12.147,0.018,12.273409809,0.0180256787404641,12.54418185979,0.0322782904886158,11.8299197235,0.0262414374370476,12.4770002365112,,12.206000328064,,12.1520004272461,,12.1700000762939,,12.1774997711182,0.0066849999129772,11.358,0.024,11.072,0.023,11.03,0.021,11.018,0.024,11.036,0.023,11.036,0.189,8.367,
TOI-521 b,TOI-521,649852779797683968,123.3442567,12.2221079,,,,,,,,,,,,,,,14.691,0.066,16.268,0.147,15.665,0.613,14.137,0.108,12.97,0.251,13.5684069148,0.0196981368215182,14.878560632446,0.0494559335795019,12.43610731297,0.0296319976481666,15.2370004653931,0.0019420000026002,14.0548000335693,0.005826000124216,13.220100402832,0.0049600000493228,12.6652002334595,0.0264379996806383,12.1358995437622,0.0066800001077354,10.921,0.022,10.357,0.02,10.089,0.019,9.985,0.023,9.854,0.021,9.727,0.047,9.006,
K2-108 b,K2-108,655794055300531456,123.3818484,16.419516,,,,,15.6082,0.00953557,15.7535,0.0132907,15.5054,0.0133354,15.3456,0.0138843,14.0529,0.0233282,12.305,0.021,13.106,0.045,12.663,0.028,12.09,0.026,11.932,0.019,12.16186803064,0.0140924941172006,12.54865639232,0.0246467222575818,11.61365199987,0.0209122382789589,,,13.5825004577637,0.143114000558853,13.1356000900269,0.0086340000852942,13.5641002655029,0.170632004737854,,,10.986,0.021,10.652,0.022,10.561,0.017,10.538,0.024,10.585,0.02,10.577,0.088,8.802,
WASP-180 A b,WASP-180 A,3070964117005132416,123.3922465,-1.9827874,20.9617,0.2019,15.1367,0.0074,13.7542,0.00467938,12.1512,0.00297471,11.6418,0.00241735,11.4788,0.00290736,12.6023,0.0122581,10.682,0.042,11.221,0.056,10.909,0.056,10.581,0.059,10.487,0.006,10.9126457842,0.0177868502134999,11.1664974079,0.0253981799748175,10.49869192594,0.0212438289025937,,,,,,,,,,,10.114,0.053,9.855,0.066,9.812,0.052,9.768,0.032,9.799,0.029,9.725,0.055,8.304,0.43
TOI-5726.01,TOI-5726,1097091022864217472,123.3950504,68.5745899,21.3986,0.371,15.2164,0.0115,,,,,,,,,,,,,10.399,0.107,10.324,0.133,,,,,9.586909597,0.0118406366523413,9.899982778,0.0153258185601464,9.1088162738,0.0138983135885877,,,,,14.5441999435425,0.0019869999960064,14.731499671936,0.0021609999239444,13.6183004379272,0.0025859999004751,8.597,0.02,8.309,0.016,8.23,0.016,8.237,0.022,8.274,0.02,8.175,0.036,7.293,
HAT-P-30 b,HAT-P-30,3096441729861716224,123.9498431,5.8368669,21.5033,0.2758,14.8641,0.0088,,,,,,,,,,,10.43,0.05,10.915,0.032,10.639,0.048,10.311,0.046,10.197,0.0,10.3041893588,0.0145238188191295,10.5614636167,0.0170213322344367,9.8864345968,0.0165129391438873,12.2334003448486,0.0029639999847859,10.414400100708,0.0292670000344515,10.3924999237061,0.0348469987511635,10.4097995758057,0.0010000000474974,12.2852001190186,0.001304000033997,9.442,0.026,9.22,0.028,9.151,0.023,9.039,0.023,9.078,0.02,9.088,0.031,8.394,
TIC 139270665 b,TIC 139270665,902448598271728256,124.0338967,33.2914532,21.9431,0.4636,15.4133,0.0095,,,,,,,,,,,10.349,0.02,10.932,0.034,10.644,0.071,10.223,0.052,10.068,0.04,10.1838652135,0.0160231847420504,10.474711983,0.0207496849734137,9.7333073695,0.0156973666959296,,,,,,,,,,,9.262,0.018,9.023,0.016,8.946,0.019,8.917,0.024,8.967,0.02,8.917,0.033,8.562,0.374
K2-338 b,K2-338,656201703533465088,124.3609294,17.0241557,,,22.3523,0.3181,16.5522,0.00859071,15.9377,0.0131442,13.1178,0.00220738,12.7905,0.000984546,13.1113,0.00786257,13.418,0.025,14.469,0.034,13.959,0.035,12.986,0.031,12.628,0.04,13.0322952679,0.0136279162744259,13.648712472857,0.0286282157846126,12.27941733292,0.0199179861537012,13.8712997436523,0.0030100001022219,13.2440004348755,,12.8380002975464,,12.5930004119873,,12.395899772644,0.00362000009045,11.336,0.021,10.747,0.022,10.613,0.017,10.582,0.022,10.609,0.02,10.633,0.096,8.885,
L 98-59 d,L 98-59,5271055243163629056,124.5328604,-68.3144658,,,,,,,,,,,,,,,11.685,0.017,13.289,0.027,12.453,0.019,11.065,0.044,,,10.6055120482,0.0203552655528136,11.96090349891,0.0358912576057133,9.4572164943,0.0256879964818321,,,,,,,,,,,7.933,0.027,7.359,0.049,7.101,0.018,,,,,,,,
L 98-59 c,L 98-59,5271055243163629056,124.5328604,-68.3144658,,,,,,,,,,,,,,,11.685,0.017,13.289,0.027,12.453,0.019,11.065,0.044,,,10.6055120482,0.0203552655528136,11.96090349891,0.0358912576057133,9.4572164943,0.0256879964818321,,,,,,,,,,,7.933,0.027,7.359,0.049,7.101,0.018,,,,,,,,
L 98-59 b,L 98-59,5271055243163629056,124.5328604,-68.3144658,,,,,,,,,,,,,,,11.685,0.017,13.289,0.027,12.453,0.019,11.065,0.044,,,10.6055120482,0.0203552655528136,11.96090349891,0.0358912576057133,9.4572164943,0.0256879964818321,,,,,,,,,,,7.933,0.027,7.359,0.049,7.101,0.018,,,,,,,,
TOI-519 b,TOI-519,5707485527450614656,124.6067582,-19.6627918,,,,,,,,,,,,,,,,,,,,,,,,,15.677019145519,0.0224855011428746,17.192661272007,0.0703574487856601,14.481945048449,0.0320665558336815,17.5217990875244,0.0040500001050531,16.3444995880127,0.0005820000078529,14.9746999740601,0.0027920000720769,14.3655004501343,0.0033839999232441,14.0517997741699,0.0031890000682324,12.847,0.027,12.226,0.027,11.951,0.024,11.79,0.024,11.642,0.021,11.59,0.17,8.75,
K2-355 b,K2-355,650463970824290816,124.6426189,13.5027816,,,19.6126,0.097,15.8587,0.00624178,15.7199,0.012461,13.6001,0.0028178,15.4008,0.0133024,13.6181,0.0065296,13.682,0.014,14.419,0.028,14.253,0.514,13.493,0.027,13.533,0.409,13.51823977531,0.0126086216971418,13.88367427568,0.0246445145425731,12.99034720486,0.0202244942093279,13.9357004165649,0.0018269999418407,13.4882001876831,0.0061550000682473,13.4700002670288,,13.3219003677368,0.0031820000149309,13.2835998535156,0.0068509997799992,12.404,0.021,12.073,0.025,12.016,0.021,11.951,0.022,11.994,0.023,11.927,0.392,8.811,
K2-183 c,K2-183,652007410271734912,125.007177,14.0194586,,,19.2536,0.0813,15.455,0.00713474,13.3815,0.00184819,12.7163,0.00149912,12.5605,0.00194942,13.4304,0.00945711,12.846,0.072,13.632,0.035,13.454,0.58,12.64,0.041,12.448,0.036,12.65942437355,0.013141486745334,13.0459907942,0.0230713565424216,12.11015265421,0.0171358991176045,13.1113996505737,0.0010000000474974,13.0050001144409,,12.7220001220703,,12.5520000457764,,12.3766002655029,0.0013539999490603,11.485,0.023,11.152,0.023,11.021,0.02,10.997,0.022,11.058,0.021,11.082,0.183,8.356,
K2-183 d,K2-183,652007410271734912,125.007177,14.0194586,,,19.2536,0.0813,15.455,0.00713474,13.3815,0.00184819,12.7163,0.00149912,12.5605,0.00194942,13.4304,0.00945711,12.846,0.072,13.632,0.035,13.454,0.58,12.64,0.041,12.448,0.036,12.65942437355,0.013141486745334,13.0459907942,0.0230713565424216,12.11015265421,0.0171358991176045,13.1113996505737,0.0010000000474974,13.0050001144409,,12.7220001220703,,12.5520000457764,,12.3766002655029,0.0013539999490603,11.485,0.023,11.152,0.023,11.021,0.02,10.997,0.022,11.058,0.021,11.082,0.183,8.356,
K2-183 b,K2-183,652007410271734912,125.007177,14.0194586,,,19.2536,0.0813,15.455,0.00713474,13.3815,0.00184819,12.7163,0.00149912,12.5605,0.00194942,13.4304,0.00945711,12.846,0.072,13.632,0.035,13.454,0.58,12.64,0.041,12.448,0.036,12.65942437355,0.013141486745334,13.0459907942,0.0230713565424216,12.11015265421,0.0171358991176045,13.1113996505737,0.0010000000474974,13.0050001144409,,12.7220001220703,,12.5520000457764,,12.3766002655029,0.0013539999490603,11.485,0.023,11.152,0.023,11.021,0.02,10.997,0.022,11.058,0.021,11.082,0.183,8.356,
K2-271 b,K2-271,655863775507590400,125.2239144,16.0907958,,,,,15.6574,0.00560775,14.5977,0.00446463,13.8071,0.00325669,13.6758,0.00272008,13.6506,0.00556683,13.806,0.046,14.488,0.052,14.097,0.026,13.62,0.019,13.462,0.041,13.64598225968,0.0139989003522118,13.99163197721,0.0271183706141242,13.1337836045,0.0294361969495289,14.0490999221802,0.0010570000158622,13.6493997573853,0.0001440000050934,13.527099609375,0.0010000000474974,13.4619998931885,0.0034139999188482,13.434700012207,0.001784999971278,12.555,0.023,12.203,0.022,12.154,0.022,12.101,0.023,12.152,0.024,12.171,0.402,8.423,
TOI-622 b,TOI-622,5516690878153930240,125.3050544,-46.4842959,,,,,,,,,,,,,,,9.088,0.0,9.804,0.553,9.773,0.914,8.957,0.0,,,8.898053421,0.015055979556725,9.1297391274,0.0185263811203054,8.5092357739,0.0172168617147617,,,,,,,,,,,8.108,0.024,7.928,0.046,7.858,0.023,7.792,0.025,7.862,0.02,7.869,0.018,7.965,0.178
K2-105 b,K2-105,651907079835937280,125.4202985,13.4975122,,,18.4294,0.0402,15.1324,0.00674268,12.4321,0.000895996,11.7522,0.00081321,11.5689,0.000836706,12.9819,0.00614292,11.916,0.043,12.71,0.022,12.249,0.031,11.667,0.05,11.444,0.093,11.70558958052,0.0154130267680386,12.09917049652,0.0250316128110882,11.1471028813,0.0235800556315183,,,,,13.1757001876831,0.0060459999367594,,,13.7000999450684,0.0018550000386312,10.541,0.02,10.173,0.025,10.091,0.019,10.058,0.023,10.121,0.021,10.128,0.064,8.55,
TOI-6420 b,TOI-6420,5707456527828738048,125.5443036,-19.1242852,,,18.2409,0.0513,,,,,,,,,,,13.024,0.019,13.615,0.017,13.274,0.009,12.837,0.052,12.688,0.08,12.88983578551,0.0142767238742562,13.19901272041,0.0225029916431106,12.4223197796,0.0186356660045964,13.1960000991821,,12.8970003128052,,12.7950000762939,,12.7650003433228,,12.7845001220703,0.0023640000727027,11.893,0.024,11.638,0.025,11.615,0.024,11.532,0.022,11.557,0.022,11.452,0.177,9.042,
KELT-17 b,KELT-17,651935220461650560,125.617407,13.7353093,16.4316,0.0253,13.1771,0.0035,,,,,,,,,,,,,10.148,0.001,10.29,0.339,,,,,9.2162699123,0.0165986856974015,9.34297201,0.0244518003543437,8.979261546,0.0242183148477992,,,,,,,,,,,8.745,0.027,8.697,0.042,8.646,0.018,8.62,0.022,8.658,0.021,8.626,0.026,8.315,0.322
K2-276 b,K2-276,677884313351354880,125.9528309,22.6339399,,,,,,,,,,,,,,,14.642,0.021,15.639,0.078,15.178,0.033,14.319,0.07,13.922,0.0,14.36846778518,0.014555137417142,14.89331989288,0.0307615534358338,13.684553464891,0.0252643342084722,15.0438003540039,0.0041519999504089,14.3380002975464,0.002375999931246,14.0451002120972,0.0011950000189244,13.9284000396729,0.0019670000765472,13.8452997207642,0.0007120000082068,12.871,0.021,12.388,0.026,12.26,0.022,12.174,0.023,12.204,0.024,12.234,0.359,8.748,
K2-346 b,K2-346,677884760027950080,125.9864854,22.663226,,,19.7883,0.1187,15.4311,0.00697857,12.631,0.000946233,11.7257,0.000861556,11.4026,0.0006153,11.6292,0.00293879,12.004,0.029,13.083,0.052,12.566,0.046,11.587,0.045,11.257,0.04,11.67603052977,0.0175352858587238,12.23411793499,0.0233134232207681,10.9726165558,0.0177393769520038,,,13.2047004699707,0.067221999168396,,,11.8352003097534,0.0684499964118004,,,10.128,0.02,9.566,0.024,9.501,0.023,9.439,0.022,9.493,0.02,9.436,0.036,8.782,
WASP-161 b,WASP-161,5751177095877066496,126.3378248,-11.5009889,21.6012,0.3707,15.4236,0.0111,,,,,,,,,,,10.987,0.022,11.483,0.039,11.204,0.064,10.913,0.015,10.856,0.073,10.9002561387,0.0142275385148804,11.1422303317,0.0204890082141018,10.5057347183,0.0181891061954841,,,14.2815999984741,0.0344120003283024,10.6777000427246,0.0615810006856918,12.5704002380371,0.0826810002326965,12.0537996292114,0.145710006356239,10.09,0.023,9.906,0.026,9.837,0.025,9.818,0.022,9.846,0.02,9.789,0.047,8.756,
K2-347 b,K2-347,678119333962115072,126.3726821,23.2974061,,,,,18.2992,0.0140391,15.8662,0.00380549,14.7613,0.00326605,14.3637,0.00390034,14.1528,0.00467949,15.234,0.034,16.299,0.0,15.8,0.033,14.721,0.058,14.322,0.0,14.80006207001,0.0159584314255717,15.472268286913,0.0380540531964907,14.00789768316,0.0281203986045311,15.7255001068115,0.0026759998872876,14.7806997299194,0.0014900000533089,14.3786001205444,0.0020399999339133,14.2177000045776,0.0032140000257641,14.085000038147,0.0073020001873374,13.052,0.024,12.447,0.026,12.3,0.023,12.232,0.024,12.243,0.024,12.16,0.419,8.287,
TOI-1478 b,TOI-1478,5723638723350902400,126.4337428,-13.5595485,,,,,,,,,,,,,,,10.813,0.01,11.511,0.023,11.14,0.0,10.631,0.017,10.459,0.031,10.6641405342,0.0111634761056458,11.0145569473,0.019205553293564,10.1475596859,0.0157343988404912,,,,,,,,,,,9.59,0.023,9.255,0.026,9.201,0.021,9.146,0.024,9.191,0.022,9.177,0.034,8.92,
K2-180 b,K2-180,600750922666388992,126.4643579,10.246577,,,18.4695,0.0421,15.2991,0.00658218,15.3888,0.0109563,14.9587,0.0103022,14.5213,0.00955951,13.6846,0.00891896,12.601,0.015,13.334,0.009,12.9,0.017,12.376,0.019,12.176,0.02,12.39480195574,0.014881218819537,12.7923228474,0.0273674896803359,11.82835281762,0.0203088476926622,12.8849000930786,0.0020989999175071,13.4246997833252,0.13162599503994,12.1997003555298,0.0010000000474974,12.1782999038696,0.0010000000474974,12.1121997833252,0.0038799999747425,11.146,0.023,10.747,0.026,10.677,0.026,10.619,0.023,10.667,0.023,10.599,0.099,8.927,
K2-122 b,K2-122,663843343706623232,126.4762179,20.3593384,,,21.5353,0.4628,16.5733,0.00947296,16.1418,0.0165971,15.2301,0.0121051,11.7743,0.000555009,13.5146,0.0144512,13.105,0.063,14.588,0.055,13.886,0.058,12.499,0.085,11.736,0.084,12.35918903751,0.0164671881976625,13.33847129098,0.0299688877500296,11.37778113651,0.0222587415365759,13.7245998382568,0.0070879999548196,12.4280004501343,,11.8830003738403,,11.5260000228882,,11.3450002670288,,10.104,0.022,9.457,0.022,9.275,0.018,9.168,0.023,9.222,0.02,9.108,0.034,8.388,
K2-98 b,K2-98,601199802584914816,126.4882114,11.5110933,21.5476,0.282,16.5397,0.017,14.8585,0.00572366,12.7167,0.0011005,12.1294,0.0009826761,12.0217,0.00147577,13.5067,0.00816105,12.166,0.029,12.646,0.026,12.327,0.029,12.037,0.033,11.985,0.033,12.0306847919,0.0153995178473246,12.29765794512,0.0230833585435521,11.60654574986,0.0190139692322423,,,,,,,,,,,11.124,0.022,10.905,0.025,10.869,0.028,10.823,0.023,10.856,0.02,10.678,0.108,8.258,
K2-115 b,K2-115,650778499868023296,126.5535002,12.281851,,,18.8957,0.0736,15.4248,0.00571955,13.8412,0.00178989,13.2338,0.00216427,13.1972,0.00178262,13.3841,0.00538647,13.362,0.008,14.008,0.017,13.595,0.026,13.194,0.015,13.024,0.024,13.1878545066,0.0138884872418121,13.53189357079,0.0262710269318367,12.67874493814,0.0228554654910453,13.5894002914429,0.0036390000022947,13.3210000991821,,13.1490001678467,,13.0031003952026,0.0030930000357329,12.9734001159668,0.0034680000972002,12.108,0.021,11.76,0.022,11.724,0.018,11.658,0.022,11.7,0.022,11.723,0.249,8.567,0.414
HIP 41378 f,HIP 41378,600698184764497664,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.15,0.0,,,,,8.8185414395,0.0161769772532875,9.061010115,0.0253851376062124,8.4130906604,0.0187062703379503,,,,,,,,,,,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248
HIP 41378 e,HIP 41378,600698184764497664,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.15,0.0,,,,,8.8185414395,0.0161769772532875,9.061010115,0.0253851376062124,8.4130906604,0.0187062703379503,,,,,,,,,,,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248
HIP 41378 d,HIP 41378,600698184764497664,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.15,0.0,,,,,8.8185414395,0.0161769772532875,9.061010115,0.0253851376062124,8.4130906604,0.0187062703379503,,,,,,,,,,,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248
HIP 41378 c,HIP 41378,600698184764497664,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.15,0.0,,,,,8.8185414395,0.0161769772532875,9.061010115,0.0253851376062124,8.4130906604,0.0187062703379503,,,,,,,,,,,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248
HIP 41378 b,HIP 41378,600698184764497664,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.15,0.0,,,,,8.8185414395,0.0161769772532875,9.061010115,0.0253851376062124,8.4130906604,0.0187062703379503,,,,,,,,,,,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248
K2-330 b,K2-330,601159910928534144,126.8968265,11.6674131,20.5304,0.2534,14.2498,0.0078,,,,,,,,,,,9.569,0.0,10.142,0.111,10.086,0.314,9.513,0.0,9.415,0.0,9.518890564,0.0151460541342673,9.7719825192,0.0164883876760532,9.1042163434,0.0168157976351769,10.0338001251221,0.0403489992022514,9.70934009552002,0.11149600148201,9.48896026611328,0.093980997800827,8.96652030944824,0.0192220006138086,10.9505996704102,0.131512999534607,8.668,0.027,8.46,0.057,8.412,0.023,8.351,0.022,8.387,0.021,8.367,0.025,8.143,0.289
K2-121 b,K2-121,662078902422542336,126.9366624,17.5793267,,,20.565,0.2189,16.6768,0.0108005,14.4538,0.00282765,12.9405,0.00105534,12.6118,0.001661,13.8626,0.0100862,13.282,0.041,14.36,0.057,13.832,0.044,12.856,0.039,12.528,0.055,12.91400600394,0.018335347575679,13.5206018399,0.0362930388784297,12.1752176183,0.0310081790463254,13.7519998550415,0.0016129999421536,12.9250001907349,,12.6230001449585,,12.4630002975464,,12.3461999893188,0.0074419998563826,11.309,0.022,10.742,0.022,10.616,0.018,10.549,0.023,10.612,0.019,10.533,0.1,8.299,
WASP-169 b,WASP-169,5723772524469252096,127.3872297,-12.9447683,,,16.7526,0.0189,,,,,,,,,,,11.848,0.05,12.42,0.033,12.09,0.054,11.701,0.033,11.581,0.036,11.7126080804,0.0160422912978007,11.9987040195,0.0242202644017382,11.26646030795,0.0242998896569223,,,,,13.8376998901367,0.0010699999984353,,,,,10.8,0.026,10.552,0.022,10.483,0.025,10.397,0.023,10.463,0.02,10.331,0.067,8.702,
K2-181 b,K2-181,600874445926411264,127.5541103,10.9101444,,,18.9539,0.0524,15.2847,0.00628412,15.244,0.01111,12.6189,0.00131487,12.4471,0.00105014,13.3819,0.00625384,12.726,0.045,13.502,0.025,13.115,0.055,12.49,0.059,12.397,0.087,12.5514873423,0.014269459280799,12.9185830047,0.0250471747387484,12.02482225904,0.0170680269742261,13.1850004196167,,12.7080001831055,,12.5120000839233,,12.4200000762939,,12.3401002883911,0.0015109999803826,11.438,0.022,11.082,0.021,11.026,0.021,10.999,0.023,11.062,0.023,11.041,0.205,8.319,
K2-34 b,K2-34,665757593450097920,127.5787231,22.2359194,,,16.3217,0.0075,15.2228,0.0102352,12.0134,0.0006469,11.477,0.000472467,11.386,0.00117403,13.974,0.0178826,11.548,0.057,12.429,0.33,11.892,0.119,11.389,0.026,11.264,0.038,11.43523006,0.0228013984745586,11.7143670912,0.0231039260989487,10.99321296185,0.019166156536134,12.5921001434326,0.159032002091408,12.2477998733521,0.0446060001850128,12.400899887085,0.0752139985561371,11.5923004150391,0.0010000000474974,11.3734998703003,0.0010000000474974,10.528,0.025,10.258,0.022,10.193,0.017,10.174,0.023,10.207,0.02,10.159,0.069,8.342,
K2-337 b,K2-337,658978451430055936,127.761137,16.9004702,,,17.1697,0.0133,15.2253,0.00920954,12.7219,0.000902028,12.3018,0.00117414,12.1947,0.000865376,12.7298,0.00750338,12.496,0.13,12.941,0.045,12.61,0.056,12.265,0.051,12.106,0.019,12.22135156953,0.0145575066736855,12.5327539704,0.0252050981187466,11.74096237258,0.021024724087302,12.7690000534058,,12.3640003204346,,12.1960000991821,,12.121000289917,,12.0389003753662,0.0152209997177124,11.186,0.021,10.895,0.022,10.804,0.018,10.787,0.023,10.816,0.021,10.771,0.114,8.563,
K2-97 b,K2-97,600859258922054272,127.762837,10.8475571,,,21.9726,0.3398,16.1932,0.00767197,13.4241,0.00166512,12.3438,0.00112024,12.0403,0.00100851,13.2231,0.00814571,12.6,0.018,13.775,0.017,13.168,0.029,12.212,0.014,12.015,0.16,12.29541262994,0.0145824897806541,12.86408858701,0.0257181199822905,11.5892400222,0.020185961556579,14.486499786377,0.0012440000427886,,,14.2996997833252,0.0011699999449774,12.5357999801636,0.139355003833771,,,10.694,0.023,10.177,0.023,10.035,0.021,9.99,0.023,10.09,0.02,10.026,0.088,8.037,
K2-114 b,K2-114,602494855483616256,127.882912,11.922255,,,,,17.3699,0.00891804,15.0403,0.00362411,14.1861,0.00391273,13.9521,0.00398176,13.8308,0.00411641,14.556,0.024,15.626,0.077,15.055,0.091,14.241,0.112,13.945,0.031,14.262712345081,0.0163879260889848,14.774933965557,0.0367894673627704,13.605905659489,0.03499343463446,14.9246997833252,0.0028059999458491,14.201000213623,0.0026579999830573,13.9844999313354,0.0049399998970329,13.8781003952026,0.004931999836117,13.8172998428345,0.0053159999661147,12.835,0.024,12.386,0.028,12.304,0.029,12.23,0.023,12.326,0.026,11.844,,8.728,
K2-340 b,K2-340,662705555330268928,127.9373409,19.0745863,,,20.6148,0.202,,,,,,,,,,,14.305,0.037,15.03,0.051,14.639,0.033,14.077,0.044,13.874,0.041,14.12128472687,0.0133454064169116,14.510043083101,0.0279331629507172,13.563742143554,0.0244180564337775,14.5740003585815,0.0023709998931735,14.1035995483398,0.0038989998865872,13.9285001754761,0.0027099999133497,13.8718996047974,0.0023159999400377,13.8172998428345,0.0040369997732341,12.927,0.022,12.491,0.023,12.435,0.023,12.371,0.023,12.396,0.025,12.075,0.344,8.624,
K2-371 b,K2-371,602466302541172736,128.0670932,11.6307099,,,22.2227,0.4656,17.1025,0.00799792,15.1058,0.00348076,14.3425,0.00342469,14.0699,0.00368122,13.9497,0.00409755,14.636,0.058,15.643,0.061,15.118,0.089,14.403,0.113,14.119,0.06,14.38145595981,0.0236159441658301,14.876760574214,0.0564309177626849,13.73281899822,0.0467073423703703,15.0159997940063,0.0058800000697374,14.33899974823,0.0030280000064522,14.1069002151489,0.0023229999933391,13.9914999008179,0.0012659999774768,13.9314002990723,0.0043689999729394,12.974,0.027,12.494,0.025,12.391,0.027,12.358,0.023,12.412,0.025,11.749,,8.769,
K2-356 b,K2-356,651370037123678080,128.3219134,13.6613758,,,19.1404,0.0587,15.3195,0.00458934,14.9177,0.0127945,14.5468,0.0102072,14.5015,0.0107579,13.1652,0.0045114,13.297,0.034,14.052,0.039,13.635,0.037,13.367,0.608,12.856,0.043,13.13782224946,0.0148213105304611,13.50915708191,0.0293102250673549,12.59638776188,0.0211982002164035,13.5742998123169,0.0027119999285787,13.3800001144409,,13.1300001144409,,12.9930000305176,,12.8798999786377,0.0022309999912977,11.957,0.023,11.588,0.022,11.508,0.02,11.497,0.023,11.538,0.024,11.158,0.244,8.623,
TIC 172900988 b,TIC 172900988 Aa,709709093301608448,128.6616644,31.5539793,19.5615,0.1013,15.5809,0.0104,,,,,,,,,,,10.188,0.047,10.809,0.092,10.438,0.118,10.073,0.035,9.897,0.02,10.053238977,0.0148370863205769,10.362851988,0.021352288571034,9.579121994,0.0184680681268374,,,,,,,,,,,9.08,0.022,8.835,0.021,8.762,0.019,8.721,0.023,8.751,0.02,8.737,0.032,8.502,0.369
HAT-P-43 b,HAT-P-43,601321985813952000,128.9256885,10.2065866,,,,,15.4753,0.00542525,14.4197,0.00442698,13.2885,0.00171451,13.1945,0.00195184,13.5207,0.00488378,13.345,0.035,14.098,0.064,13.666,0.023,13.207,0.138,13.018,0.027,13.20552314316,0.0143217698848484,13.54773316977,0.0279040682284781,12.70012733346,0.0239947759560194,13.6119003295898,0.0118159996345639,13.2980003356934,,13.1420001983643,,13.0340995788574,0.0024349999148398,13.0204000473022,0.0013460000045597,12.146,0.021,11.809,0.029,11.764,0.023,11.732,0.024,11.799,0.022,11.694,0.35,8.768,
