pl_name,hostname,gaia_dr3_id,ra,dec,fuvmag,e_fuvmag,nuvmag,e_nuvmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,vmag,e_vmag,bmag,e_bmag,gprimemag,e_gprimemag,rprimemag,e_rprimemag,iprimemag,e_iprimemag,gaiaGmag,e_gaiaGmag,gaiaBPmag,e_gaiaBPmag,gaiaRPmag,e_gaiaRPmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag
Kepler-1564 b,Kepler-1564,2127625956907154048,290.5861316,46.6427486,,,,,,,,,,,,,,,15.24,0.074,15.978,0.043,,,,,,,14.94047235989,0.0166952471746733,15.34522324928,0.038772336437109,14.374524088772,0.0323170024969781,15.4117002487183,0.0032760000322014,14.9006996154785,0.0013109999708831,14.742600440979,0.0018439999548718,14.6983003616333,0.0025460000615567,14.644100189209,0.0027199999894946,13.711,0.021,13.361,0.024,13.283,0.029,13.049,0.023,13.08,0.023,12.689,0.346,8.98,
Kepler-897 b,Kepler-897,2139225048663855872,290.5867992,51.6957731,,,,,,,,,,,,,,,15.204,0.018,16.074,0.023,15.619,0.067,14.944,0.006,14.817,0.244,15.06648343732,0.0164446344482808,15.456676132391,0.044565221817929,14.511084761044,0.02885804145472,15.5249004364014,0.0029219998978078,15.0524997711182,0.0016210000030696,14.8733997344971,0.0014750000555068,14.8301000595093,0.0019849999807775,14.7667999267578,0.0034670000895857,13.89,0.03,13.583,0.04,13.466,0.044,13.423,0.024,13.5,0.025,13.369,,9.782,
Kepler-1486 b,Kepler-1486,2127412273694062848,290.5903907,45.4396955,,,,,,,,,,,,,,,,,,,,,,,,,15.281179769711,0.0172225864518807,15.642412622884,0.041704697194445,14.75814218862,0.0439040997150137,15.7063999176025,0.0007960000075399,15.2508001327515,0.0025790000800043,15.1159000396729,0.0039360001683235,15.059100151062,0.0051440000534057,15.0340003967285,0.0001049999991664,14.198,0.027,13.862,0.033,13.896,0.049,13.806,0.039,13.855,0.045,12.916,,9.468,
Kepler-915 b,Kepler-915,2127422890853328128,290.5921293,45.7372184,,,,,,,,,,,,,,,13.339,0.028,13.973,0.072,13.586,0.039,13.224,0.03,13.186,0.035,13.22885841588,0.0151975214228357,13.506455053345,0.0254641693195063,12.794763524,0.0203816657903256,13.5326995849609,0.0048540001735091,13.3940000534058,,13.2760000228882,,13.1695003509521,0.0150779997929931,13.1463003158569,0.0042799999937415,12.346,0.021,12.1,0.022,12.041,0.016,12.011,0.023,12.055,0.021,11.776,0.15,9.486,
Kepler-1054 b,Kepler-1054,2126979031752904192,290.6011085,44.5563604,,,,,,,,,,,,,,,14.253,0.035,15.09,0.041,14.609,0.015,14.103,0.05,14.013,0.045,14.0727136612,0.0141843303112147,14.411690495832,0.0315866708931927,13.575085884324,0.0255411903918749,14.4661998748779,0.0028379999566823,14.0574998855591,0.0016589999431744,13.9385995864868,0.0033440000843256,13.9216003417969,0.0018769999733194,13.8910999298096,0.0045159999281168,13.007,0.023,12.762,0.022,12.693,0.019,12.677,0.023,12.712,0.024,12.306,0.274,9.475,
Kepler-756 b,Kepler-756,2101594538086364032,290.6079736,41.201094,,,,,,,,,,,,,,,,,,,,,,,,,15.389755756117,0.0289721791830994,15.808939697415,0.04456920226338,14.772556294892,0.0347451716510337,15.9045000076294,0.0017350000562146,15.3531999588013,0.007133999839425,15.1498003005981,0.0019030000548809,15.0649995803833,0.0035099999513477,15.0009002685547,0.0053269998170435,14.128,0.025,13.656,0.026,13.535,0.04,13.456,0.024,13.514,0.029,12.381,,9.417,
Kepler-1977 b,Kepler-1977,2051027792165858304,290.6178587,37.2891002,,,,,,,,,,,,,,,,,,,,,,,,,15.641933339061,0.0180754937600999,16.2297644675867,0.0482134417695412,14.911247073617,0.0390216259439714,16.4202003479004,0.002995999995619,15.6150999069214,0.0023809999693185,15.2873001098633,0.0017140000127255,15.1512002944946,0.0022179998923093,15.0418996810913,0.0018070000223815,14.058,0.03,13.46,0.032,13.358,0.039,13.242,0.043,13.323,0.046,12.112,,8.532,
TOI-2337 b,TOI-2337,2239684947894267392,290.6198948,60.8539035,,,,,,,,,,,,,,,12.231,0.023,13.266,0.009,12.701,0.02,11.814,0.02,11.481,0.01,11.87012387499,0.0122790810757095,12.41963509775,0.0260084883195385,11.1771957737,0.0184746149256892,,,,,,,,,,,10.284,0.022,9.807,0.021,9.678,0.019,9.622,0.023,9.715,0.02,9.648,0.028,9.751,0.475
Kepler-391 c,Kepler-391,2133196151531241216,290.6218844,51.0573453,,,,,,,,,,,,,,,13.203,0.015,14.075,0.018,13.54,0.0,12.845,0.023,12.624,0.036,12.9751708977,0.014020493705312,13.46022493472,0.0248929188467409,12.33117890107,0.0248109132558422,13.5993995666504,0.0024590000975877,13.206000328064,,12.8920001983643,,12.7130002975464,,12.5348997116089,0.0045210001990199,11.564,0.025,11.072,0.027,10.97,0.025,10.928,0.023,11.0,0.02,10.913,0.063,9.172,
Kepler-391 b,Kepler-391,2133196151531241216,290.6218844,51.0573453,,,,,,,,,,,,,,,13.203,0.015,14.075,0.018,13.54,0.0,12.845,0.023,12.624,0.036,12.9751708977,0.014020493705312,13.46022493472,0.0248929188467409,12.33117890107,0.0248109132558422,13.5993995666504,0.0024590000975877,13.206000328064,,12.8920001983643,,12.7130002975464,,12.5348997116089,0.0045210001990199,11.564,0.025,11.072,0.027,10.97,0.025,10.928,0.023,11.0,0.02,10.913,0.063,9.172,
Kepler-540 b,Kepler-540,2127008611187043456,290.6249953,44.8737757,,,,,,,,,,,,,,,12.298,0.053,13.097,0.04,12.658,0.037,12.215,0.034,12.038,0.016,12.17993045578,0.0136180364781627,12.49237687645,0.0273568326303872,11.70186897868,0.0188966214279731,12.8268995285034,0.136864006519318,12.3261995315552,0.0580010004341602,11.9420003890991,0.0222469996660948,12.3531999588013,0.0,12.016300201416,0.0,11.167,0.021,10.86,0.021,10.81,0.014,10.763,0.022,10.818,0.02,10.729,0.069,8.826,
Kepler-1225 b,Kepler-1225,2101123534792103168,290.6332748,40.1369671,,,,,,,,,,,,,,,14.763,0.0,15.497,0.046,15.104,0.0,14.723,0.0,,,14.620469972827,0.0162923253548942,14.925969162557,0.0342166547791412,14.148774278453,0.0310023031126501,14.9650001525879,0.0030879999976605,14.6209001541138,0.0042809997685253,14.516900062561,0.0028329999186098,14.4848003387451,0.0020580000709742,14.4680995941162,0.0032790000550448,13.664,0.029,13.373,0.034,13.282,0.038,13.275,0.025,13.308,0.028,12.83,0.48,9.345,
Kepler-1473 b,Kepler-1473,2129558760909448064,290.6365144,48.9961494,,,18.5271,0.048,,,,,,,,,,,,,,,,,,,,,13.35508760627,0.0153203892613862,13.664933987933,0.0309699319593455,12.8840443349,0.0252926092724796,13.7206001281738,0.0081730000674724,13.3540000915527,,13.2480001449585,,13.2482995986938,0.0012229999992996,13.1977996826172,0.0025029999669641,12.346,0.021,12.103,0.029,12.009,0.029,11.749,0.023,11.768,0.021,11.407,0.108,8.937,
Kepler-1937 b,Kepler-1937,2101567359532639872,290.6583922,40.7785383,,,,,,,,,,,,,,,14.209,0.023,14.901,0.024,14.471,0.014,14.095,0.02,13.96,0.0,14.07448392757,0.0150069615898205,14.37924062403,0.0312103546889945,13.610519079666,0.0231776955935628,14.420599937439,0.0110419997945428,14.0668001174927,0.0016139999497681,13.9715995788574,0.0049200002104044,13.9563999176025,0.0049479999579489,13.9362001419067,0.003709000069648,13.137,0.021,12.879,0.022,12.817,0.027,12.764,0.024,12.777,0.025,12.874,0.466,9.365,
Kepler-1882 b,Kepler-1882,2126078080761742336,290.6640856,43.4997866,,,,,,,,,,,,,,,12.419,0.034,13.242,0.031,12.752,0.027,12.169,0.067,12.044,0.038,12.42281231227,0.0123502385386256,12.78541049483,0.0230317930998275,11.89446457549,0.0215215865168197,12.4720001220703,,12.1730003356934,,12.0970001220703,,12.1020002365112,,12.214599609375,0.0048929997719824,11.271,0.037,10.974,0.044,10.919,0.037,10.301,0.02,10.354,0.019,10.576,0.065,9.508,
Kepler-924 b,Kepler-924,2101136385334437632,290.6685136,40.3977086,,,,,,,,,,,,,,,,,,,,,,,,,14.124435055683,0.0144071471394909,14.43941090381,0.0363201572072077,13.64713718663,0.0233644824545802,14.4843997955322,0.0023600000422447,14.1410999298096,0.0081960000097751,14.0173997879028,0.0008689999813213,13.9877996444702,0.0027209999971091,13.9528999328613,0.0034900000318884,13.114,0.02,12.83,0.018,12.745,0.027,12.78,0.024,12.819,0.025,12.383,0.311,9.295,
Kepler-198 d,Kepler-198,2052852912747829760,290.6731326,38.6910045,,,,,15.5229,0.00465317,14.029,0.00281526,13.51,0.00311703,16.1038,0.0139345,13.3041,0.00379455,,,,,,,,,,,13.55513786226,0.0183637372062464,13.920756028027,0.0380545925561042,13.02743418276,0.030674245855415,13.9773998260498,0.0011520000407472,13.5663003921509,0.0001289999927394,13.3940000534058,,13.372200012207,0.0085460003465414,13.3253002166748,0.0021450000349432,12.421,0.021,12.067,0.021,12.027,0.02,11.998,0.023,12.043,0.021,11.972,0.273,9.257,
Kepler-198 c,Kepler-198,2052852912747829760,290.6731326,38.6910045,,,,,15.5229,0.00465317,14.029,0.00281526,13.51,0.00311703,16.1038,0.0139345,13.3041,0.00379455,,,,,,,,,,,13.55513786226,0.0183637372062464,13.920756028027,0.0380545925561042,13.02743418276,0.030674245855415,13.9773998260498,0.0011520000407472,13.5663003921509,0.0001289999927394,13.3940000534058,,13.372200012207,0.0085460003465414,13.3253002166748,0.0021450000349432,12.421,0.021,12.067,0.021,12.027,0.02,11.998,0.023,12.043,0.021,11.972,0.273,9.257,
Kepler-198 b,Kepler-198,2052852912747829760,290.6731326,38.6910045,,,,,15.5229,0.00465317,14.029,0.00281526,13.51,0.00311703,16.1038,0.0139345,13.3041,0.00379455,,,,,,,,,,,13.55513786226,0.0183637372062464,13.920756028027,0.0380545925561042,13.02743418276,0.030674245855415,13.9773998260498,0.0011520000407472,13.5663003921509,0.0001289999927394,13.3940000534058,,13.372200012207,0.0085460003465414,13.3253002166748,0.0021450000349432,12.421,0.021,12.067,0.021,12.027,0.02,11.998,0.023,12.043,0.021,11.972,0.273,9.257,
Kepler-286 b,Kepler-286,2129503716608032256,290.6761874,48.2942362,,,21.2838,0.2804,,,,,,,,,,,,,,,,,,,,,15.53886516952,0.0241115049423621,15.901826258231,0.0461958013102905,14.985440598964,0.0389899862183721,15.9649000167847,0.003086999990046,15.5215997695923,0.0016659999964758,15.351900100708,0.002771999919787,15.3002996444702,0.0050590001046657,15.2358999252319,0.0019729998894035,14.388,0.033,14.058,0.051,14.121,0.071,13.933,0.024,13.948,0.03,12.637,,9.47,
Kepler-286 c,Kepler-286,2129503716608032256,290.6761874,48.2942362,,,21.2838,0.2804,,,,,,,,,,,,,,,,,,,,,15.53886516952,0.0241115049423621,15.901826258231,0.0461958013102905,14.985440598964,0.0389899862183721,15.9649000167847,0.003086999990046,15.5215997695923,0.0016659999964758,15.351900100708,0.002771999919787,15.3002996444702,0.0050590001046657,15.2358999252319,0.0019729998894035,14.388,0.033,14.058,0.051,14.121,0.071,13.933,0.024,13.948,0.03,12.637,,9.47,
Kepler-286 d,Kepler-286,2129503716608032256,290.6761874,48.2942362,,,21.2838,0.2804,,,,,,,,,,,,,,,,,,,,,15.53886516952,0.0241115049423621,15.901826258231,0.0461958013102905,14.985440598964,0.0389899862183721,15.9649000167847,0.003086999990046,15.5215997695923,0.0016659999964758,15.351900100708,0.002771999919787,15.3002996444702,0.0050590001046657,15.2358999252319,0.0019729998894035,14.388,0.033,14.058,0.051,14.121,0.071,13.933,0.024,13.948,0.03,12.637,,9.47,
Kepler-286 e,Kepler-286,2129503716608032256,290.6761874,48.2942362,,,21.2838,0.2804,,,,,,,,,,,,,,,,,,,,,15.53886516952,0.0241115049423621,15.901826258231,0.0461958013102905,14.985440598964,0.0389899862183721,15.9649000167847,0.003086999990046,15.5215997695923,0.0016659999964758,15.351900100708,0.002771999919787,15.3002996444702,0.0050590001046657,15.2358999252319,0.0019729998894035,14.388,0.033,14.058,0.051,14.121,0.071,13.933,0.024,13.948,0.03,12.637,,9.47,
Kepler-746 b,Kepler-746,2051034251798891904,290.6822097,37.3551593,,,,,16.1282,0.00605807,14.56,0.00391553,14.8658,0.0114302,14.4708,0.0119546,13.588,0.00453558,,,,,,,,,,,13.68853478679,0.0621359779947034,14.00334219204,0.0300708233798988,12.995614639173,0.0211529897723205,14.1091003417969,0.004133999813348,13.5761995315552,0.0010019999463111,13.4090003967285,,13.3225002288818,0.0031830000225454,13.2660999298096,0.0044729998335242,12.307,0.022,11.883,0.022,11.815,0.02,11.77,0.023,11.835,0.022,12.426,0.32,9.352,
Kepler-1290 b,Kepler-1290,2126110795526604928,290.6852287,43.8596155,,,,,,,,,,,,,,,15.916,0.047,16.748,0.062,16.228,0.033,15.686,0.1,15.559,0.027,15.677576999403,0.0201760513247577,16.057984181426,0.0505890219652543,15.126248356115,0.0464163913413864,16.128999710083,0.0031049998942762,15.6577997207642,0.0010110000148415,15.493200302124,0.0018579999450594,15.4547996520996,0.0036170000676065,15.4088001251221,0.003080999944359,14.505,0.034,14.116,0.043,14.112,0.051,14.09,0.027,14.12,0.035,12.331,,9.02,
Kepler-1352 b,Kepler-1352,2129527974583414400,290.6937988,48.7014417,,,18.0819,0.0383,,,,,,,,,,,13.366,0.02,14.072,0.008,13.659,0.018,13.282,0.043,13.19,0.036,13.23712230909,0.0132839643141002,13.54146100584,0.0257448201599924,12.76943036236,0.0216870040561232,13.5951995849609,0.0022640000097453,13.3780002593994,,13.2320003509521,,13.124400138855,0.0039450000040233,13.0888996124268,0.0014530000044032,12.25,0.021,11.956,0.031,11.919,0.027,11.869,0.023,11.905,0.021,12.21,0.217,9.421,
Kepler-988 b,Kepler-988,2101938650863923712,290.7082585,42.2372245,,,,,,,,,,,,,,,15.917,0.0,17.258,0.117,16.407,0.109,15.283,0.034,14.655,0.071,15.196586150298,0.0188901713976967,16.0724576946867,0.0493177086227019,14.27382580581,0.0301905982959856,16.4435005187988,0.0027320000808686,15.2765998840332,0.0024230000562965,14.6695995330811,0.0027749999426305,14.3987998962402,0.0027109999209642,14.2453002929688,0.0030900000128895,13.138,0.021,12.45,0.018,12.29,0.016,12.219,0.023,12.234,0.022,12.213,0.269,9.358,
Kepler-262 c,Kepler-262,2051030231707057024,290.7287168,37.2526575,,,,,16.1884,0.00609479,16.6893,0.0137894,15.9098,0.0135323,14.2677,0.00424386,14.177,0.00475069,,,,,,,,,,,14.21370051923,0.0134088627352349,14.56785874807,0.0321643812008003,13.69127408314,0.0273965999573189,14.6274003982544,0.0060209999792277,14.2194995880127,0.0015559999737888,14.0548000335693,0.0001800000027287,14.0146999359131,0.0036669999826699,13.9776000976563,0.0039349999278783,13.118,0.022,12.759,0.019,12.732,0.025,12.549,0.023,12.597,0.024,12.432,0.321,8.796,
Kepler-262 b,Kepler-262,2051030231707057024,290.7287168,37.2526575,,,,,16.1884,0.00609479,16.6893,0.0137894,15.9098,0.0135323,14.2677,0.00424386,14.177,0.00475069,,,,,,,,,,,14.21370051923,0.0134088627352349,14.56785874807,0.0321643812008003,13.69127408314,0.0273965999573189,14.6274003982544,0.0060209999792277,14.2194995880127,0.0015559999737888,14.0548000335693,0.0001800000027287,14.0146999359131,0.0036669999826699,13.9776000976563,0.0039349999278783,13.118,0.022,12.759,0.019,12.732,0.025,12.549,0.023,12.597,0.024,12.432,0.321,8.796,
Kepler-1936 b,Kepler-1936,2127007584695708416,290.7300141,44.836128,,,,,,,,,,,,,,,13.422,0.045,14.11,0.055,13.717,0.039,13.358,0.042,13.248,0.021,13.31107248156,0.0152613624356283,13.569406255274,0.030292815978765,12.90228379695,0.0218015643304481,13.5819997787476,0.019336000084877,13.3056001663208,0.0010000000474974,13.4790000915527,,13.2776002883911,0.0033750000875443,13.2658004760742,0.0030920000281184,12.464,0.021,12.279,0.022,12.201,0.019,12.173,0.023,12.191,0.022,12.217,0.249,9.456,
Kepler-1989 b,Kepler-1989,2126119862195142272,290.7351869,44.091262,,,,,,,,,,,,,,,13.762,0.049,14.634,0.023,14.113,0.04,13.473,0.058,13.349,0.0,14.60274227088,0.0163702639577313,14.927899520203,0.0414513304191801,14.098828697661,0.0309297207600421,14.9920997619629,0.0058010001666843,14.5968999862671,0.0050090001896023,14.4596004486084,0.0034219999797642,14.4320001602173,0.0041709998622536,14.3987998962402,0.0027520000003278,13.559,0.059,12.893,,13.193,0.059,,,,,,,,
Kepler-1245 b,Kepler-1245,2126057774150666368,290.7443078,43.260753,,,,,,,,,,,,,,,15.562,0.037,16.45,0.067,15.922,0.029,15.276,0.038,15.145,0.061,15.361636157171,0.0170198467832835,15.799502385176,0.0438870200736643,14.741528509523,0.0351414456514025,15.9053001403809,0.0025839998852461,15.3312997817993,0.0028689999599009,15.1181001663208,0.0036530001088976,15.0349998474121,0.0052729998715221,14.9727001190186,0.003256999887526,14.001,0.021,13.57,0.025,13.519,0.033,13.429,0.025,13.49,0.029,12.41,0.335,9.129,
Kepler-1245 c,Kepler-1245,2126057774150666368,290.7443078,43.260753,,,,,,,,,,,,,,,15.562,0.037,16.45,0.067,15.922,0.029,15.276,0.038,15.145,0.061,15.361636157171,0.0170198467832835,15.799502385176,0.0438870200736643,14.741528509523,0.0351414456514025,15.9053001403809,0.0025839998852461,15.3312997817993,0.0028689999599009,15.1181001663208,0.0036530001088976,15.0349998474121,0.0052729998715221,14.9727001190186,0.003256999887526,14.001,0.021,13.57,0.025,13.519,0.033,13.429,0.025,13.49,0.029,12.41,0.335,9.129,
Kepler-552 b,Kepler-552,2129500383713365248,290.7476903,48.2419838,,,19.8775,0.1357,,,,,,,,,,,14.385,0.03,15.22,0.03,14.726,0.01,14.273,0.029,14.073,0.054,14.250406294538,0.0152547240729537,14.594002476977,0.03392681629154,13.744320802127,0.0312832759486617,14.6449003219604,0.0022110000718385,14.2353000640869,0.0028069999534636,14.1087999343872,0.0035449999850243,14.0801000595093,0.0040059997700154,14.061900138855,0.0052590002305805,13.198,0.031,12.877,0.035,12.78,0.026,12.784,0.023,12.823,0.024,12.75,0.341,9.383,
Kepler-497 b,Kepler-497,2052865419692829056,290.7659557,38.9279468,,,,,,,,,,,,,,,,,,,,,,,,,15.09302388216,0.0195366072044331,15.329806734797,0.141900485633064,14.347638228335,0.124815176231789,15.5732002258301,0.0052789999172091,14.9308004379272,0.0046430001966655,14.8008003234863,0.0093109998852014,14.8064002990723,0.056403998285532,14.6642999649048,0.0210330002009869,13.6,0.027,13.287,0.027,13.21,0.038,13.053,0.024,13.112,0.026,12.285,,9.083,
Kepler-673 b,Kepler-673,2130040450081573376,290.7857595,50.0540561,,,,,,,,,,,,,,,15.707,0.037,16.437,0.066,15.983,0.012,15.404,0.067,15.149,0.0,15.49356997263,0.017460269710453,15.927714728688,0.0482287265505034,14.891991521099,0.038117980559531,16.0191993713379,0.0020999999251216,15.4624004364014,0.0019320000428706,15.2651996612549,0.0019399999873712,15.1877002716064,0.0032059999648481,15.1331996917725,0.0045090001076459,14.179,0.032,13.825,0.043,13.669,0.048,13.66,0.026,13.733,0.029,12.41,,9.199,
HATS-9 b,HATS-9,4083159643769233408,290.8101704,-20.1663771,,,19.6581,0.1046,,,,,,,,,,,13.267,0.014,14.083,0.008,13.629,0.0,13.072,0.025,12.865,0.008,13.0872028947,0.0152644031669922,13.48751363048,0.026216244994588,12.52428250847,0.0260025152718222,13.5693998336792,0.0119589995592833,13.3450002670288,,13.0880002975464,,12.9320001602173,,12.8213996887207,0.0017839999636635,11.885,0.022,11.558,0.027,11.479,0.022,11.433,0.023,11.539,0.023,11.032,0.141,8.768,0.489
Kepler-213 c,Kepler-213,2127001056345369984,290.8241931,44.6472832,,,,,,,,,,,,,,,13.785,0.037,14.649,0.037,14.151,0.022,13.608,0.047,13.462,0.025,13.59075035596,0.0136587295618256,13.943255525966,0.0294022308358412,13.07666949666,0.0245994558816278,14.0116996765137,0.0053360001184046,13.5704002380371,0.0334339998662472,13.496000289917,,13.4244003295898,0.002379999961704,13.3828001022339,0.0039119999855756,12.477,0.022,12.17,0.019,12.122,0.017,12.12,0.022,12.164,0.021,12.451,0.302,9.241,
Kepler-213 b,Kepler-213,2127001056345369984,290.8241931,44.6472832,,,,,,,,,,,,,,,13.785,0.037,14.649,0.037,14.151,0.022,13.608,0.047,13.462,0.025,13.59075035596,0.0136587295618256,13.943255525966,0.0294022308358412,13.07666949666,0.0245994558816278,14.0116996765137,0.0053360001184046,13.5704002380371,0.0334339998662472,13.496000289917,,13.4244003295898,0.002379999961704,13.3828001022339,0.0039119999855756,12.477,0.022,12.17,0.019,12.122,0.017,12.12,0.022,12.164,0.021,12.451,0.302,9.241,
Kepler-316 c,Kepler-316,2126214287057239680,290.825835,44.1838993,,,,,,,,,,,,,,,15.682,0.0,17.157,0.0,16.452,0.008,15.228,0.096,14.861,0.102,15.17908369739,0.017542203149225,15.92731816556,0.0528895171310078,14.336168104565,0.0344565128714822,16.2476005554199,0.0032879998907446,15.1876001358032,0.0041829999536275,14.7273998260498,0.0019509999547153,14.5179004669189,0.0024820000398904,14.3846998214722,0.0019700000993907,13.324,0.023,12.681,0.018,12.542,0.02,12.478,0.023,12.544,0.022,12.515,0.324,9.411,
Kepler-316 b,Kepler-316,2126214287057239680,290.825835,44.1838993,,,,,,,,,,,,,,,15.682,0.0,17.157,0.0,16.452,0.008,15.228,0.096,14.861,0.102,15.17908369739,0.017542203149225,15.92731816556,0.0528895171310078,14.336168104565,0.0344565128714822,16.2476005554199,0.0032879998907446,15.1876001358032,0.0041829999536275,14.7273998260498,0.0019509999547153,14.5179004669189,0.0024820000398904,14.3846998214722,0.0019700000993907,13.324,0.023,12.681,0.018,12.542,0.02,12.478,0.023,12.544,0.022,12.515,0.324,9.411,
Kepler-489 b,Kepler-489,2052616586468670976,290.8332412,38.1841851,,,,,17.0861,0.00918066,15.2871,0.00421427,15.3794,0.0115438,14.1837,0.00510604,13.9958,0.00503792,,,,,,,,,,,14.00544614335,0.0132726708049057,14.515297869492,0.0339175164571069,13.34620180022,0.0219193655124374,14.6665000915527,0.0035749999806284,13.9759998321533,0.0048739998601377,13.7382001876831,0.0046879998408258,13.6246995925903,0.0029239999130368,13.5395002365112,0.0049600000493228,12.536,0.02,12.058,0.02,11.959,0.02,11.944,0.023,12.033,0.022,11.895,0.209,9.331,
Kepler-619 c,Kepler-619,2129503235571760128,290.8490899,48.4159782,,,20.3949,0.1498,,,,,,,,,,,14.844,0.026,15.607,0.025,15.162,0.01,14.681,0.011,14.572,0.035,14.658641655284,0.0202285972990914,15.007914198962,0.0422632123957998,14.144921996615,0.0324531881639753,15.0586004257202,0.0029660000000149,14.6436004638672,0.0018880000570789,14.5076999664307,0.0018700000364333,14.4725999832153,0.0019249999895691,14.4448003768921,0.0010489999549463,13.579,0.028,13.263,0.035,13.291,0.037,13.214,0.023,13.257,0.026,13.027,,8.983,
Kepler-619 b,Kepler-619,2129503235571760128,290.8490899,48.4159782,,,20.3949,0.1498,,,,,,,,,,,14.844,0.026,15.607,0.025,15.162,0.01,14.681,0.011,14.572,0.035,14.658641655284,0.0202285972990914,15.007914198962,0.0422632123957998,14.144921996615,0.0324531881639753,15.0586004257202,0.0029660000000149,14.6436004638672,0.0018880000570789,14.5076999664307,0.0018700000364333,14.4725999832153,0.0019249999895691,14.4448003768921,0.0010489999549463,13.579,0.028,13.263,0.035,13.291,0.037,13.214,0.023,13.257,0.026,13.027,,8.983,
Kepler-619 d,Kepler-619,2129503235571760128,290.8490899,48.4159782,,,20.3949,0.1498,,,,,,,,,,,14.844,0.026,15.607,0.025,15.162,0.01,14.681,0.011,14.572,0.035,14.658641655284,0.0202285972990914,15.007914198962,0.0422632123957998,14.144921996615,0.0324531881639753,15.0586004257202,0.0029660000000149,14.6436004638672,0.0018880000570789,14.5076999664307,0.0018700000364333,14.4725999832153,0.0019249999895691,14.4448003768921,0.0010489999549463,13.579,0.028,13.263,0.035,13.291,0.037,13.214,0.023,13.257,0.026,13.027,,8.983,
Kepler-849 b,Kepler-849,2129512821938786176,290.8517961,48.5213243,,,18.0771,0.0393,,,,,,,,,,,12.949,0.023,13.708,0.005,13.265,0.019,12.842,0.027,12.72,0.006,12.8278630751,0.0137081624467405,13.13549615969,0.0256674568486961,12.35748965343,0.0199634391618612,13.3690004348755,,13.0080003738403,,12.8540000915527,,12.7740001678467,,12.6934995651245,0.0026819999329745,11.842,0.023,11.59,0.03,11.527,0.023,11.48,0.023,11.535,0.021,11.638,0.122,9.592,
Kepler-1752 b,Kepler-1752,2136207095405014912,290.8541401,51.2227435,,,,,,,,,,,,,,,,,,,16.345,0.008,15.79,0.068,,,15.78399491806,0.0183651091540767,16.23490199164,0.0590619780869865,15.170532548876,0.0421958888899587,16.3302993774414,0.0027900000568479,15.7610998153687,0.0022120000794529,15.5309000015259,0.0015510000521317,15.4591999053955,0.0015610000118613,15.3998003005981,0.004131999798119,14.473,0.035,13.984,0.046,13.999,0.051,13.89,0.025,13.948,0.03,13.209,0.463,9.835,
Kepler-1403 b,Kepler-1403,2052956541719356416,290.8676391,38.9600779,,,,,,,,,,,,,,,,,,,,,,,,,15.57786080788,0.0178410058499247,15.906013900417,0.0426136053703045,15.08498271047,0.0360574896080184,15.9492998123169,0.0055390000343322,15.5675001144409,0.0015510000521317,15.4504995346069,0.0016240000259131,15.4321002960205,0.0050329999066889,15.3979997634888,0.0037179999053478,14.559,0.03,14.245,0.039,14.201,0.055,14.299,0.03,14.268,0.04,12.724,,9.381,
Kepler-684 b,Kepler-684,2052643696302706944,290.8704935,38.2735978,,,,,17.6611,0.0115511,16.0835,0.00335936,15.5029,0.00320156,15.3045,0.00328732,15.2223,0.00489545,,,,,,,,,,,15.566833115525,0.0176152910949963,15.975011063698,0.0425755866792066,14.99647008536,0.0362149107396972,16.0419998168945,0.0016230000182986,15.5376996994019,0.0013530000578612,15.3701000213623,0.0027419999241828,15.2979001998901,0.0032969999592751,15.2383003234863,0.0035620001144707,14.318,0.028,13.91,0.036,13.828,0.049,13.835,0.026,13.87,0.033,12.441,,9.213,
Kepler-1833 b,Kepler-1833,2127402790405934464,290.8714239,45.4102813,,,,,,,,,,,,,,,12.643,0.047,13.368,0.093,12.946,0.061,12.524,0.048,12.42,0.052,12.5572612596,0.01270659239954,12.8483957281,0.0259209001627974,12.1061942677,0.0199310247546503,13.0290002822876,,12.6960000991821,,12.5620002746582,,12.5,,12.4563999176025,0.0040219998918473,11.588,0.021,11.359,0.02,11.29,0.013,11.281,0.023,11.341,0.021,11.188,0.098,9.366,
Kepler-1931 b,Kepler-1931,2126061214423631232,290.8723061,43.3330104,,,,,,,,,,,,,,,12.685,0.025,13.236,0.028,12.875,0.027,12.537,0.057,12.494,0.015,12.55277160741,0.0131637122893106,12.8229845256,0.0249376218672103,12.11517850166,0.0185529977413357,12.7130002975464,,12.4720001220703,,12.41100025177,,12.4130001068115,,12.4707002639771,0.0031300000846386,11.581,0.022,11.361,0.02,11.33,0.011,11.253,0.022,11.305,0.02,11.445,0.157,9.151,
